cadre,name,year,duration_weeks,idno,training_name
Orissa,Shri Niten Chandra,2007,1,01OR024200,Advance Course on WTO                                                                               
Orissa,Shri Sanjeev Chopra,1999,2,01OR024400,GOPABANDHU ADMN BBSR                                                                                
Orissa,Shri Gudey Srinivas,1999,2,01OR024500,IN SERVICE TRAINING                                                                                 
Orissa,Shri Gudey Srinivas,2001,1,01OR024500,"NIC,NEW DELHI TRG.PROG                                                                              "
Orissa,Ms. Aarti Ahuja,1997,3,01OR024501,VERTICAL TRG FOR IAS                                                                                
Orissa,Ms. Anu Garg,,3,01OR024600,TRG FOR IAS RAJASTHAN                                                                               
Orissa,Shri Madhu Sudan Padhi,1997,3,01OR024900,"GAA,BSSR                                                                                            "
Orissa,Shri Madhu Sudan Padhi,2013,2,01OR024900,e-Governance Leadership Programme at HYD                                                            
Orissa,Shri Saurabh Garg,1995,1,01OR025001,"NIRD,HD DEV PLG EMPLOY                                                                              "
Orissa,Shri Saurabh Garg,1995,1,01OR025001,"GAA,BHUBANESWAR S.W.                                                                                "
Orissa,Shri Saurabh Garg,1996,1,01OR025001,"UPAA,NAINITAL DEVELPMT                                                                              "
Orissa,Shri Saurabh Garg,1997,3,01OR025001,"RIPA,JAIPUR ENVIRONMT                                                                               "
Orissa,Dr. Chandra Shekhar Kumar,1999,2,01OR025100,JUNIOR LEVEL-1990-93 BATCHES                                                                        
Orissa,Shri Shrikant Kumar Paikaray,1980,1,01OR025111,PROJECT ENGINEERING                                                                                 
Orissa,Shri Shrikant Kumar Paikaray,1992,1,01OR025111,T.Q.M. QUALITY CIRCLES                                                                              
Orissa,Shri Shrikant Kumar Paikaray,1998,1,01OR025111,INDUCTION TRAINING                                                                                  
Orissa,Shri Shrikant Kumar Paikaray,1998,1,01OR025111,WATERSHED MANAGEMENT                                                                                
Orissa,Shri A. K. Kaluaram Meena,1994,1,01OR025500,"BPST,NEW DELHI                                                                                      "
Orissa,Shri A. K. Kaluaram Meena,1997,1,01OR025500,"IIRM,JAIPUR                                                                                         "
Orissa,Shri A. K. Kaluaram Meena,1997,1,01OR025500,"ASCI,HYDERABAD                                                                                      "
Orissa,Shri A. K. Kaluaram Meena,1998,2,01OR025500,"HSMI, NEW DELHI                                                                                     "
Orissa,Shri A. K. Kaluaram Meena,2001,2,01OR025500,"LBSNAA,MUSSOORIE                                                                                    "
Orissa,Shri Sanjeeb Kumar Mishra,2004,2,01OR026900,LBSNAA MUSSOORIE                                                                                    
Orissa,Shri Sanjeeb Kumar Mishra,2004,2,01OR026900,"NIPFP, NEW DELHI                                                                                    "
Orissa,Shri Vishal Gagan,2010,0,01OR027201,WTO & Related matters                                                                               
Orissa,Ms. Rashmita Panda,2011,4,01OR109Q01,Intitutional Training                                                                               
Orissa,Shri Md Sadique Alam,2011,4,01OR109Q03,Institutional Training                                                                              
Orissa,Ms. Brundha D.,2011,4,01OR109Q04,Institutional Training                                                                              
Orissa,Ms. Mansi Nimbhal,2011,4,01OR109Q05,Institution Training                                                                                
Orissa,Shri Prem Chandra Chaudhary,2011,4,01OR109Q06,Institutional Training                                                                              
Punjab,Shri Rakesh Singh,1995,3,01PB014500,Reforms and the Poor                                                                                
Punjab,Shri Rakesh Singh,1999,1,01PB014500,IIM BANGLORE                                                                                        
Punjab,Shri Rakesh Singh,2001,1,01PB014500,Power Sector:Ind.Framework & Mgt.Technique                                                          
Punjab,Ms. Kusumjit Sidhu,1981,6,01PB014802,PB-UNIV-DEV                                                                                         
Punjab,Ms. Kusumjit Sidhu,1982,4,01PB014802,INSTT FORENSIC & CRIMI                                                                              
