ID,Name,Service,Cadre,Allotment_Year,Date_of_Birth,Date_of_Joining,Source_of_Recruitment,Gender,Place_of_Domicile,Mother_Tongue,Languages_Known,Retired,Retirement_Reason,Source
PB111F03,Ms. Surabhi Malik,Indian Administrative Services,Punjab ,2012,22-06-1986,03-09-2012,Direct Recruitment,Female,Chandigarh,Hindi,English Hindi,TRUE,N.A.,Supremo
RJ111S01,Ms. Rukmani Riar,Indian Administrative Services,Rajasthan ,2012,12-06-1987,03-09-2012,Direct Recruitment,Female,Punjab,Punjabi,English Hindi,TRUE,N.A.,Supremo
RJ111S02,Shri Himanshu Gupta,Indian Administrative Services,Rajasthan ,2012,16-10-1987,03-09-2012,Direct Recruitment,Male,Punjab,Punjabi,English Hindi,TRUE,N.A.,Supremo
RJ111S03,Shri Namit Mehta,Indian Administrative Services,Rajasthan ,2012,24-02-1985,N.A.,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
RJ111S04,Shri Om Prakash Kasera,Indian Administrative Services,Rajasthan ,2012,05-10-1982,03-09-2012,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
RJ111S05,Shri Vikram Jindal,Indian Administrative Services,Rajasthan ,2012,27-05-1986,N.A.,Direct Recruitment,Male,Haryana,Hindi,English,TRUE,N.A.,Supremo
RJ111S06,Shri Avichal Chaturvedi,Indian Administrative Services,Rajasthan ,2012,01-11-1983,03-09-2012,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
RJ111S07,Shri Sidharth Sihag,Indian Administrative Services,Rajasthan ,2012,20-01-1987,03-09-2012,Direct Recruitment,Male,Haryana,Hindi,English Hindi,TRUE,N.A.,Supremo
KL111L01,Shri Nooh P B,Indian Administrative Services,Kerala ,2012,29-05-1979,03-09-2012,Direct Recruitment,Male,Kerala,Malayalam,English Malayalam,TRUE,N.A.,Supremo
KL111L02,Shri Suhas S,Indian Administrative Services,Kerala ,2012,09-03-1988,03-09-2012,Direct Recruitment,Male,Karnataka,Kannada,English Kannada,TRUE,N.A.,Supremo
KL111L03,Ms. Navjot Khosa,Indian Administrative Services,Kerala ,2012,13-06-1983,03-09-2012,Direct Recruitment,Female,Punjab,Punjabi,English Punjabi,TRUE,N.A.,Supremo
KL111L04,Shri Balamurali D,Indian Administrative Services,Kerala ,2012,06-12-1985,03-09-2012,Direct Recruitment,Male,Tamil Nadu,Tamil,English Tamil,TRUE,N.A.,Supremo
KL111L05,Shri Seeram Sambasiva Rao,Indian Administrative Services,Kerala ,2012,12-10-1985,03-09-2012,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Telugu,TRUE,N.A.,Supremo
KL111L06,Ms. Adeela Abdulla,Indian Administrative Services,Kerala ,2012,04-11-1985,17-12-2012,Direct Recruitment,Female,Kerala,Malayalam,English Malayalam,TRUE,N.A.,Supremo
JK111I01,Shri Syed Abid Rasheed Shah,Indian Administrative Services,Jammu & Kashmir ,2012,22-10-1981,N.A.,Direct Recruitment,Male,Jammu & Kashmir,Kashmiri,English Urdu,TRUE,N.A.,Supremo
JK111I02,Shri Ravinder Kumar,Indian Administrative Services,Jammu & Kashmir ,2012,12-01-1982,03-09-2012,Direct Recruitment,Male,Haryana,Hindi,English Hindi,TRUE,N.A.,Supremo
JK111I03,Dr. Piyush Singla,Indian Administrative Services,Jammu & Kashmir ,2012,01-11-1986,03-09-2012,Direct Recruitment,Male,Punjab,Punjabi,English Hindi Urdu,TRUE,N.A.,Supremo
JK111I04,Shri Mohd Aijaz,Indian Administrative Services,Jammu & Kashmir ,2012,10-03-1984,03-09-2012,Direct Recruitment,Male,Jammu & Kashmir,Urdu,English Urdu,TRUE,N.A.,Supremo
KN111K01,Shri Sundareshbabu M,Indian Administrative Services,Karnataka ,2012,23-12-1985,03-09-2012,Direct Recruitment,Male,Tamil Nadu,Tamil,English Tamil,TRUE,N.A.,Supremo
KN111K02,Shri Pavan Kumar Malapati,Indian Administrative Services,Karnataka ,2012,23-06-1986,03-09-2012,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Telugu,TRUE,N.A.,Supremo
KN111K03,Ms. Annies Kanmani Joy,Indian Administrative Services,Karnataka ,2012,23-04-1985,03-09-2012,Direct Recruitment,Female,Kerala,Malayalam,English,TRUE,N.A.,Supremo
KN111K04,Ms. Charulata Somal,Indian Administrative Services,Karnataka ,2012,07-03-1988,N.A.,Direct Recruitment,Female,Maharashtra,Hindi,English Hindi,TRUE,N.A.,Supremo
KN111K05,Shri Rakesh Kumar K,Indian Administrative Services,Karnataka ,2012,10-03-1983,03-09-2012,Direct Recruitment,Male,Karnataka,Kannada,English Kannada,TRUE,N.A.,Supremo
KN111K06,Shri Ramachandran R,Indian Administrative Services,Karnataka ,2012,10-06-1986,03-09-2012,Direct Recruitment,Male,Tamil Nadu,Tamil,English Tamil,TRUE,N.A.,Supremo
KN111K07,Shri Suralkar Vikas Kishor,Indian Administrative Services,Karnataka ,2012,17-05-1987,03-09-2012,Direct Recruitment,Male,Maharashtra,Marathi,English Marathi,TRUE,N.A.,Supremo
KN111K08,Shri Nitesh Patil,Indian Administrative Services,Karnataka ,2012,01-10-1986,03-09-2012,Direct Recruitment,Male,Karnataka,Kannada,English Kannada,TRUE,N.A.,Supremo
MH111N01,Shri Binwade Ravindra Laxman,Indian Administrative Services,Maharashtra ,2012,22-08-1982,N.A.,Direct Recruitment,Male,Maharashtra,Marathi,English Marathi,TRUE,N.A.,Supremo
MH111N02,Shri Deepak Singla,Indian Administrative Services,Maharashtra ,2012,16-11-1985,03-09-2012,Direct Recruitment,Male,Haryana,Hindi,English Hindi,TRUE,N.A.,Supremo
MH111N03,Shri Laxminarayan Mishra,Indian Administrative Services,Maharashtra ,2012,29-09-1986,03-09-2012,Direct Recruitment,Male,Odisha,Oriya,English Oriya,TRUE,N.A.,Supremo
MH111N04,Shri Shantanu Goel,Indian Administrative Services,Maharashtra ,2012,12-06-1982,N.A.,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
MH111N05,Shri Shekhar Singh,Indian Administrative Services,Maharashtra ,2012,28-10-1986,N.A.,Direct Recruitment,Male,Delhi,Hindi,English Hindi,TRUE,N.A.,Supremo
MH111N06,Shri Khemnar Kunal Prakash,Indian Administrative Services,Maharashtra ,2012,15-10-1984,03-09-2012,Direct Recruitment,Male,Maharashtra,Marathi,English Marathi,TRUE,N.A.,Supremo
MH111N07,Shri Aribam Radhabinod Sharma,Indian Administrative Services,Maharashtra ,2012,01-03-1984,03-09-2012,Direct Recruitment,Male,Manipur,Manipuri,English,TRUE,N.A.,Supremo
MH111N08,Ms. Nidhi Choudhari,Indian Administrative Services,Maharashtra ,2012,11-05-1984,03-09-2012,Direct Recruitment,Female,Rajasthan,Marwari,English Hindi,TRUE,N.A.,Supremo
MN111O02,Ms. Nongmaithem Bandana Devi,Indian Administrative Services,Manipur ,2012,16-10-1987,03-09-2012,Direct Recruitment,Female,Manipur,Manipuri,English Manipuri,TRUE,N.A.,Supremo
MN111O05,Shri M J Pradip Chandren,Indian Administrative Services,Manipur ,2012,23-09-1985,03-09-2012,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi,TRUE,N.A.,Supremo
MP111J01,Ms. Harshika Singh,Indian Administrative Services,Madhya Pradesh ,2012,29-11-1986,03-09-2012,Direct Recruitment,Female,Jharkhand,Hindi,English Hindi,TRUE,N.A.,Supremo
MP111M01,Shri Neeraj Kumar Singh,Indian Administrative Services,Madhya Pradesh ,2012,23-08-1989,03-09-2012,Direct Recruitment,Male,Chhattisgarh,Hindi,English Hindi,TRUE,N.A.,Supremo
MP111M02,Shri Pankaj Jain,Indian Administrative Services,Madhya Pradesh ,2012,21-01-1983,N.A.,Direct Recruitment,Male,Madhya Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
MP111M03,Shri Ajay Katesaria,Indian Administrative Services,Madhya Pradesh ,2012,11-08-1981,N.A.,Direct Recruitment,Male,Jharkhand,Hindi,English Hindi,TRUE,N.A.,Supremo
MP111M04,Ms. Nidhi Nivedita,Indian Administrative Services,Madhya Pradesh ,2012,03-10-1986,03-09-2012,Direct Recruitment,Female,Bihar,Hindi,English Hindi,TRUE,N.A.,Supremo
MP111M05,Shri Chandra Mohan Thakur,Indian Administrative Services,Madhya Pradesh ,2012,03-01-1983,03-09-2012,Direct Recruitment,Male,Jharkhand,Hindi,English Hindi,TRUE,N.A.,Supremo
MP111M06,Shri Rohit Singh,Indian Administrative Services,Madhya Pradesh ,2012,04-12-1985,03-09-2012,Direct Recruitment,Male,Madhya Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
MP111M07,Shri Swarochisha Somavanshi,Indian Administrative Services,Madhya Pradesh ,2012,24-12-1984,03-09-2012,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
MP111M08,Shri Praveen Singh Adhayach,Indian Administrative Services,Madhya Pradesh ,2012,23-04-1987,03-09-2012,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
MP111M09,Shri Anurag Verma,Indian Administrative Services,Madhya Pradesh ,2012,07-05-1983,03-09-2012,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
MP111M10,Ms. Pratibha Pal,Indian Administrative Services,Madhya Pradesh ,2012,15-04-1988,03-09-2012,Direct Recruitment,Female,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
MP111M11,Shri Fating Rahul Haridas,Indian Administrative Services,Madhya Pradesh ,2012,24-03-1985,03-09-2012,Direct Recruitment,Male,Maharashtra,Marathi,English Hindi Marathi Urdu,TRUE,N.A.,Supremo
MP111M12,Shri Rajeev Ranjan Meena,Indian Administrative Services,Madhya Pradesh ,2012,01-01-1980,03-09-2012,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
MP111M13,Shri Bakki Karthikeyan,Indian Administrative Services,Madhya Pradesh ,2012,09-08-1985,03-09-2012,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Hindi,TRUE,N.A.,Supremo
MP111M14,Shri Deepak Arya,Indian Administrative Services,Madhya Pradesh ,2012,08-02-1984,03-09-2012,Direct Recruitment,Male,Madhya Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
MP111O03,Shri Ashish Bhargava,Indian Administrative Services,Madhya Pradesh ,2012,14-02-1980,03-09-2012,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
NL111P01,Shri Shanavas C,Indian Administrative Services,Nagaland ,2012,08-11-1988,03-09-2012,Direct Recruitment,Male,Kerala,Malayalam,English Malayalam,TRUE,N.A.,Supremo
NL111P02,Shri K Thavaseelan,Indian Administrative Services,Nagaland ,2012,17-09-1985,03-09-2012,Direct Recruitment,Male,Tamil Nadu,Tamil,English Tamil,TRUE,N.A.,Supremo
NL111P03,Shri Manazir Jeelani Samoon,Indian Administrative Services,Nagaland ,2012,08-11-1986,03-09-2012,Direct Recruitment,Male,Jammu & Kashmir,N.A.,English Urdu,TRUE,N.A.,Supremo
NL111P04,Ms. Bhagyashree Bhimraoji Banayat,Indian Administrative Services,Nagaland ,2012,18-03-1978,10-12-2012,Direct Recruitment,Female,Maharashtra,Marathi,English Marathi,TRUE,N.A.,Supremo
OR111Q01,Shri Anupam Saha,Indian Administrative Services,Odisha ,2012,06-05-1985,03-09-2012,Direct Recruitment,Male,Odisha,Oriya,English Oriya,TRUE,N.A.,Supremo
OR111Q02,Shri Nikhil Pavan Kalyan,Indian Administrative Services,Odisha ,2012,18-04-1984,03-09-2012,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Telugu,TRUE,N.A.,Supremo
OR111Q03,Shri Manish Agarwal,Indian Administrative Services,Odisha ,2012,19-12-1984,03-09-2012,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
OR111Q04,Shri Vineet Bhardwaj,Indian Administrative Services,Odisha ,2012,19-09-1984,03-09-2012,Direct Recruitment,Male,Bihar,Hindi,English Hindi,TRUE,N.A.,Supremo
OR111Q05,Shri Surendra Kumar Meena,Indian Administrative Services,Odisha ,2012,03-07-1980,03-09-2012,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
OR111Q06,Ms. Poma Tudu,Indian Administrative Services,Odisha ,2012,25-10-1979,03-09-2012,Direct Recruitment,Female,Odisha,N.A.,English Hindi,TRUE,N.A.,Supremo
UT111A01,Shri Prince Dhawan,Indian Administrative Services,A G M U T ,2012,22-06-1989,03-09-2012,Direct Recruitment,Male,Punjab,Hindi,English Hindi,TRUE,N.A.,Supremo
UT111A02,Ms. Nitika Pawar,Indian Administrative Services,A G M U T ,2012,25-09-1988,03-09-2012,Direct Recruitment,Female,Delhi,Hindi,English Hindi,TRUE,N.A.,Supremo
UT111A03,Shri Vikram Singh Malik,Indian Administrative Services,A G M U T ,2012,23-05-1985,03-09-2012,Direct Recruitment,Male,Haryana,Hindi,English Hindi,TRUE,N.A.,Supremo
UT111A04,Shri Kannan G,Indian Administrative Services,A G M U T ,2012,12-12-1985,03-09-2012,Direct Recruitment,Male,Kerala,Malayalam,English Malayalam,TRUE,N.A.,Supremo
UT111A05,Shri Himanshu Gupta,Indian Administrative Services,A G M U T ,2012,17-01-1987,03-09-2012,Direct Recruitment,Male,Delhi,Hindi,English Hindi,TRUE,N.A.,Supremo
UT111A06,Ms. Harleen Kaur,Indian Administrative Services,A G M U T ,2012,25-09-1984,03-09-2012,Direct Recruitment,Female,Punjab,Punjabi,English Punjabi,TRUE,N.A.,Supremo
UT111A07,Dr.(Ms.) Sonal Swaroop,Indian Administrative Services,A G M U T ,2012,07-10-1985,03-09-2012,Direct Recruitment,Female,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
UT111A08,Shri Satyendra Singh Dursawat,Indian Administrative Services,A G M U T ,2012,04-10-1981,03-09-2012,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
UT111A09,Shri Chaudhari Abhijit Vijay,Indian Administrative Services,A G M U T ,2012,20-01-1986,03-09-2012,Direct Recruitment,Male,Maharashtra,Marathi,English Marathi,TRUE,N.A.,Supremo
UT111A10,Shri Shinde Deepak Arjun,Indian Administrative Services,A G M U T ,2012,01-06-1987,03-09-2012,Direct Recruitment,Male,Maharashtra,Marathi,English Marathi,TRUE,N.A.,Supremo
UT111A11,Shri Arava Gopi Krishna,Indian Administrative Services,A G M U T ,2012,01-07-1983,03-09-2012,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Telugu,TRUE,N.A.,Supremo
UT111A12,Shri Naveen S L,Indian Administrative Services,A G M U T ,2012,25-03-1982,03-09-2012,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Hindi,TRUE,N.A.,Supremo
MN815302,Shri Kengoo Zuringla,Indian Administrative Services,Manipur ,2012,29-04-1967,19-08-2016,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MN815303,Shri Naorem Praveen Singh,Indian Administrative Services,Manipur ,2012,01-03-1971,19-08-2016,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
CG816006,Shri Taran Prakash Sinha,Indian Administrative Services,Chhattisgarh ,2012,09-07-1975,10-08-2017,By Promotion from State Civil Service,Male,Chhattisgarh,Hindi,English Hindi,TRUE,N.A.,Supremo
CG816007,Ms. Effat Ara,Indian Administrative Services,Chhattisgarh ,2012,05-01-1969,10-08-2017,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
CG816008,Ms. Divya Umesh Mishra,Indian Administrative Services,Chhattisgarh ,2012,02-09-1969,10-08-2017,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
CG816009,Ms. Pushpa Sahu,Indian Administrative Services,Chhattisgarh ,2012,07-03-1973,10-08-2017,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
CG816010,Shri Sanjay Agrawal,Indian Administrative Services,Chhattisgarh ,2012,25-06-1971,10-08-2017,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
GJ915002,Shri Amrutbhai P. Patel,Indian Administrative Services,Gujarat ,2012,30-07-1959,30-01-2017,By Selection,Male,N.A.,N.A.,N.A.,FALSE,Superannuated,Supremo
GJ915003,Ms. Kiran B. Jhaveri,Indian Administrative Services,Gujarat ,2012,16-09-1968,30-01-2017,By Selection,Female,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
KL815003,Shri D. Sajith Babu,Indian Administrative Services,Kerala ,2012,15-05-1972,25-10-2017,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
KL815004,Shri Abdul Nasar B.,Indian Administrative Services,Kerala ,2012,20-04-1970,25-10-2017,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
KL815005,Shri Shanavas S.,Indian Administrative Services,Kerala ,2012,15-05-1972,25-10-2017,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
OR916001,Ms. Smruti Ranjan Pradhan,Indian Administrative Services,Odisha ,2012,01-05-1970,24-10-2017,By Selection,Female,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
OR916002,Shri Prafulla Kumar Rout,Indian Administrative Services,Odisha ,2012,02-04-1960,24-10-2017,By Selection,Male,N.A.,N.A.,N.A.,FALSE,Superannuated,Supremo
KL915001,Shri Ajaya Kumar A.R,Indian Administrative Services,Kerala ,2012,31-07-1961,02-02-2017,By Selection,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
AP815001,Shri Maddukuri Venkateswarlu,Indian Administrative Services,Andhra Pradesh ,2012,30-04-1959,12-02-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,FALSE,Superannuated,Supremo
HP817001,Shri Rajeshwar Goel,Indian Administrative Services,Himachal Pradesh ,2012,29-08-1966,12-07-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HP817002,Shri Devinder Kumar Rattan,Indian Administrative Services,Himachal Pradesh ,2012,10-10-1964,12-07-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
PB817001,Shri Bhupinder Singh-ii,Indian Administrative Services,Punjab ,2012,22-03-1966,23-01-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY816001,Shri Dharmender Singh,Indian Administrative Services,Haryana ,2012,15-10-1969,08-05-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY816002,Ms. Ritu,Indian Administrative Services,Haryana ,2012,20-12-1972,08-05-2019,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY816004,Shri Dharamvir Singh,Indian Administrative Services,Haryana ,2012,10-04-1963,08-05-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY817001,Shri Ram Kumar Singh,Indian Administrative Services,Haryana ,2012,08-11-1967,08-05-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY817002,Shri Sushil Sarwan,Indian Administrative Services,Haryana ,2012,06-01-1973,08-05-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY817003,Shri Manoj Kumar,Indian Administrative Services,Haryana ,2012,07-03-1967,08-05-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY817004,Shri Shakti Singh,Indian Administrative Services,Haryana ,2012,04-08-1968,08-05-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
BH917002,Shri Shrikant Shastree,Indian Administrative Services,Bihar ,2012,05-08-1972,27-02-2019,By Selection,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP818002,Shri Awadhesh Sharma,Indian Administrative Services,Madhya Pradesh ,2012,28-08-1973,04-09-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP818006,Shri Tarun Bhatnagar,Indian Administrative Services,Madhya Pradesh ,2012,24-09-1968,04-09-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP818007,Shri Dharnendra Kumar Jain,Indian Administrative Services,Madhya Pradesh ,2012,13-12-1969,04-09-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP818010,Shri Narendra Kumar Suryavanshi,Indian Administrative Services,Madhya Pradesh ,2012,15-07-1970,04-09-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
AM918101,Shri Dilip Kumar Borah,Indian Administrative Services,Assam Meghalya ,2012,02-11-1967,24-02-2020,By Selection,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
JH918003,Shri Kant Kishore Mishra,Indian Administrative Services,Jharkhand ,2012,27-12-1962,17-02-2020,By Selection,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
JH918001,Shri Ajay Nath Jha,Indian Administrative Services,Jharkhand ,2012,12-03-1969,17-02-2020,By Selection,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
JH918002,Shri Satish Chandra Choudhary,Indian Administrative Services,Jharkhand ,2012,26-05-1963,17-02-2020,By Selection,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT819101,Shri Krishan Kumar Singh,Indian Administrative Services,A G M U T ,2012,15-02-1967,21-08-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT819102,Ms. Geetika Sharma,Indian Administrative Services,A G M U T ,2012,22-09-1970,21-08-2020,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT819103,Shri Arun Kumar Mishra,Indian Administrative Services,A G M U T ,2012,01-08-1969,21-08-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT819104,Shri Pankaj Kumar,Indian Administrative Services,A G M U T ,2012,18-07-1967,21-08-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT819105,Shri G. Sudhakar,Indian Administrative Services,A G M U T ,2012,20-05-1968,21-08-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT819106,Shri Kumar. L,Indian Administrative Services,A G M U T ,2012,24-09-1968,21-08-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT819107,Shri A. Nedunchezhiyan,Indian Administrative Services,A G M U T ,2012,10-05-1967,21-08-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT819108,Shri Y.V.V.J. Rajasekhar,Indian Administrative Services,A G M U T ,2012,04-04-1969,21-08-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY816003,Shri Jai Krishan Abhir,Indian Administrative Services,Haryana ,2012,15-05-1965,10-02-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT112A01,Ms. Ruchika Katyal,Indian Administrative Services,A G M U T ,2013,06-03-1987,N.A.,Direct Recruitment,Female,Haryana,Hindi,English Hindi,TRUE,N.A.,Supremo
UT112A02,Shri Rahul Singh,Indian Administrative Services,A G M U T ,2013,19-09-1982,N.A.,Direct Recruitment,Male,Delhi,Hindi,English Hindi,TRUE,N.A.,Supremo
UT112A03,Shri Ajit,Indian Administrative Services,A G M U T ,2013,25-02-1983,02-09-2013,Direct Recruitment,Male,Bihar,Hindi,English Hindi,TRUE,N.A.,Supremo
UT112A04,Shri Naveen Aggarwal,Indian Administrative Services,A G M U T ,2013,09-07-1987,N.A.,Direct Recruitment,Male,Punjab,Punjabi,English Punjabi,TRUE,N.A.,Supremo
