ID,Name,Service,Cadre,Reference_Value,Qualification,Subject,Division,Source
AM811201,Ms. Ripnar Lyngdoh,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AP041900,Dr. Bhaskar Katamneni,Indian Administrative Service,Andhra Pradesh,0,B.A.,Economics,Second,Supremo
AP041900,Dr. Bhaskar Katamneni,Indian Administrative Service,Andhra Pradesh,2,M.A.,Geography,First,Supremo
AP041900,Dr. Bhaskar Katamneni,Indian Administrative Service,Andhra Pradesh,4,M.Phil.,Geography,First,Supremo
AP042000,Shri Pradyumna P S,Indian Administrative Service,Andhra Pradesh,0,B.A.,History,First,Supremo
AP042000,Shri Pradyumna P S,Indian Administrative Service,Andhra Pradesh,2,M.A.,History,First,Supremo
AM027900,Shri D Vijay Kumar,Indian Administrative Service,Assam Meghalya,0,B.Tech.,Electronics,First with Distinction,Supremo
AM028100,Shri S. P. Gotmare,Indian Administrative Service,Assam Meghalya,0,B.Sc.,Physics,First,Supremo
AM028100,Shri S. P. Gotmare,Indian Administrative Service,Assam Meghalya,2,M.Sc.,Physics,First,Supremo
AM028200,Shri S S Meenakshi Sundaram,Indian Administrative Service,Assam Meghalya,0,B.Sc.,Zoology,First,Supremo
AM028200,Shri S S Meenakshi Sundaram,Indian Administrative Service,Assam Meghalya,2,M.Sc.,Zoology,First,Supremo
AM028300,Shri Khade Nitin Kumar Shivdas,Indian Administrative Service,Assam Meghalya,0,Graduate,Social Services,First,Supremo
AM028300,Shri Khade Nitin Kumar Shivdas,Indian Administrative Service,Assam Meghalya,2,LL.B.,Law,First,Supremo
AM028400,Ms. Aruna Rajoria,Indian Administrative Service,Assam Meghalya,0,B.A.,History,First,Supremo
HP014101,Ms. Priyanka Basu Ingty,Indian Administrative Service,Himachal Pradesh,0,B.Sc.(Hons),Mathematics,First,Supremo
HP014101,Ms. Priyanka Basu Ingty,Indian Administrative Service,Himachal Pradesh,2,M.B.A.,Business Mgt,Second,Supremo
HP014101,Ms. Priyanka Basu Ingty,Indian Administrative Service,Himachal Pradesh,4,Diploma,French,First with Distinction,Supremo
HP014101,Ms. Priyanka Basu Ingty,Indian Administrative Service,Himachal Pradesh,6,Chevening Gurukul Leadership Programme,N.A.,Awarded,Supremo
HP014101,Ms. Priyanka Basu Ingty,Indian Administrative Service,Himachal Pradesh,8,Certificate course,Public Admn,Grade 'A',Supremo
HP014200,Shri C Paulrasu,Indian Administrative Service,Himachal Pradesh,0,B.Sc.,Agriculture,First,Supremo
HP014200,Shri C Paulrasu,Indian Administrative Service,Himachal Pradesh,2,M.Sc.,Plant Botany,First,Supremo
CG047800,Shri Amit Kataria,Indian Administrative Service,Chhattisgarh,0,B.Tech.,Electrical Engg.,First,Supremo
CG047900,Ms. Sangeetha P,Indian Administrative Service,Chhattisgarh,0,B.Com.,Commerce,First,Supremo
CG047900,Ms. Sangeetha P,Indian Administrative Service,Chhattisgarh,2,M.Com.,Commerce,Second,Supremo
CG048000,Shri Prasanna R,Indian Administrative Service,Chhattisgarh,0,B.E.,Civil Engg,First,Supremo
CG048100,Ms. Alarmelmangai D,Indian Administrative Service,Chhattisgarh,0,B.Com.,Commerce,First,Supremo
CG048100,Ms. Alarmelmangai D,Indian Administrative Service,Chhattisgarh,2,M.Com.,Commerce,First,Supremo
CG048101,Shri Anbalagan P,Indian Administrative Service,Chhattisgarh,0,B.Sc.,Microbiology,First,Supremo
CG048101,Shri Anbalagan P,Indian Administrative Service,Chhattisgarh,2,M.Sc.,Microbiology,First,Supremo
GJ031200,Shri Gupta Rahul Babulalbhai,Indian Administrative Service,Gujarat,0,B.Com.,Commerce,First,Supremo
GJ031200,Shri Gupta Rahul Babulalbhai,Indian Administrative Service,Gujarat,2,C.A.,Accountancy,Second,Supremo
GJ031200,Shri Gupta Rahul Babulalbhai,Indian Administrative Service,Gujarat,4,Ph. D.,Management,-,Supremo
GJ031300,Ms. Manisha Chandra,Indian Administrative Service,Gujarat,0,B.A.,English Lit,First,Supremo
GJ031300,Ms. Manisha Chandra,Indian Administrative Service,Gujarat,2,M.A.,Political Sc.,First,Supremo
GJ031300,Ms. Manisha Chandra,Indian Administrative Service,Gujarat,4,Certificate,Cyber Law,Grade 'A+',Supremo
GJ031300,Ms. Manisha Chandra,Indian Administrative Service,Gujarat,6,Certificate,Intellectual Property Rights,Grade 'A+',Supremo
GJ031300,Ms. Manisha Chandra,Indian Administrative Service,Gujarat,8,POST GRADUATE IN PUBLIC POLICY AND MANAGEMENT,Public Policy,First with Distinction,Supremo
GJ031400,Shri Rajender Kumar,Indian Administrative Service,Gujarat,0,Graduate,Ayurvedic,First,Supremo
GJ031500,Shri Raj Kumar Beniwal,Indian Administrative Service,Gujarat,0,B.Tech.,Mech.engg.,First,Supremo
GJ031600,Shri Rajesh Manjhu,Indian Administrative Service,Gujarat,0,B.A.,History,First,Supremo
GJ031701,Shri Rakesh Shankar,Indian Administrative Service,Gujarat,0,B.A.,Political Sc.,Second,Supremo
JH048600,Shri Prashant Kumar,Indian Administrative Service,Jharkhand,0,B.Tech.,Electrical Engg.,First,Supremo
JH048700,Shri K Ravi Kumar,Indian Administrative Service,Jharkhand,0,B.E.,Mech.engg.,First,Supremo
HY023400,Ms. Ashima Brar,Indian Administrative Service,Haryana,0,B.A. Honours,Economics,First,Supremo
HY023400,Ms. Ashima Brar,Indian Administrative Service,Haryana,2,M.A.,Economics,First,Supremo
HY023500,Shri C G Rajini Kaanthan,Indian Administrative Service,Haryana,0,B.E.,Electronics,First,Supremo
HY023600,Shri Phool Chand Meena,Indian Administrative Service,Haryana,0,B.E.,Electrical Engg.,First,Supremo
HY023601,Shri A Sreenivas,Indian Administrative Service,Haryana,0,B.A.,Economics,First,Supremo
HY023601,Shri A Sreenivas,Indian Administrative Service,Haryana,2,M.A.,Public Admn,First,Supremo
HY023602,Dr. Shekhar Vidyarthi,Indian Administrative Service,Haryana,0,B.A. Honours,Economics,Second,Supremo
HY023602,Dr. Shekhar Vidyarthi,Indian Administrative Service,Haryana,2,M.A.,Economics,Second,Supremo
HY023602,Dr. Shekhar Vidyarthi,Indian Administrative Service,Haryana,4,M.Phil.,Economics,Second,Supremo
HP811005,Shri Beer Singh Thakur,Indian Administrative Service,Himachal Pradesh,0,N.A.,N.A.,N.A.,Supremo
HP811006,Shri Rakesh Sharma,Indian Administrative Service,Himachal Pradesh,0,N.A.,N.A.,N.A.,Supremo
HP811008,Shri Balbir Chand,Indian Administrative Service,Himachal Pradesh,0,N.A.,N.A.,N.A.,Supremo
GJ908001,Shri M. A. Gandhi,Indian Administrative Service,Gujarat,0,M.Sc.,Microbiology,Second,Supremo
GJ908003,Shri N. B. Upadhyay,Indian Administrative Service,Gujarat,0,N.A.,N.A.,N.A.,Supremo
GJ810002,Shri K B Upadhyay,Indian Administrative Service,Gujarat,0,N.A.,N.A.,N.A.,Supremo
PB810005,Shri Tejinder Pal Singh Sidhu,Indian Administrative Service,Punjab,0,N.A.,N.A.,N.A.,Supremo
RJ032500,Shri Ambrish Kumar,Indian Administrative Service,Rajasthan,0,B.Tech.,Computer Sc,First,Supremo
RJ032600,Shri Ravi Jain,Indian Administrative Service,Rajasthan,0,B.E.,Civil Engg,First,Supremo
RJ032600,Shri Ravi Jain,Indian Administrative Service,Rajasthan,2,M.B.A.,Marketing,First,Supremo
RJ032700,Dr. Ravi Kumar Surpur,Indian Administrative Service,Rajasthan,0,M.B.B.S.,Medicine,First,Supremo
RJ032800,Dr. Samit Sharma,Indian Administrative Service,Rajasthan,0,M.B.B.S.,Medicine,First,Supremo
RJ032800,Dr. Samit Sharma,Indian Administrative Service,Rajasthan,2,M.D.,Paediatrics,Pass,Supremo
PB022900,Shri Arshdeep Singh,Indian Administrative Service,Punjab,0,B.E.,Electronics,First,Supremo
PB023000,Dr. Manashvi Kumar,Indian Administrative Service,Punjab,0,B.Sc.(Hons),Geology,First,Supremo
PB023000,Dr. Manashvi Kumar,Indian Administrative Service,Punjab,2,M.Sc.,Geology,First,Supremo
PB023000,Dr. Manashvi Kumar,Indian Administrative Service,Punjab,4,Ph. D.,Energy Planning,Grade 'A',Supremo
PB023000,Dr. Manashvi Kumar,Indian Administrative Service,Punjab,6,Ph. D.,Political Sc.,Grade 'A+',Supremo
PB023100,Shri Varun Roojam,Indian Administrative Service,Punjab,0,B.E.,Mech.engg.,Second,Supremo
PB023100,Shri Varun Roojam,Indian Administrative Service,Punjab,2,B.E.,Mechanical,Second,Supremo
PB023200,Smt. Kavita Singh,Indian Administrative Service,Punjab,0,B.A. Honours,Economics,First,Supremo
PB023200,Smt. Kavita Singh,Indian Administrative Service,Punjab,2,M.A.,Economics,First,Supremo
PB023201,Ms. Shruti Singh,Indian Administrative Service,Punjab,0,B.A. Honours,History,Gold Medalist,Supremo
PB023201,Ms. Shruti Singh,Indian Administrative Service,Punjab,2,M.A.,Public Admn,First,Supremo
MP811006,Shri Narendra Singh Pramar,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
MP811007,Shri Madhukar Agneya,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
MP811009,Shri Prakash Chandra Jangre,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
MP811010,Shri Shri Nivas Sharma,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
MP811011,Shri Ashok Kumar Sharma,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
MP811013,Shri Rajeev Sharma,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
MP811014,Shri Mukesh Kumar Shukla,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
MP811016,Ms. Alka Shrivastava,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
OR810005,Shri Dilip Kumar Mohanty(3),Indian Administrative Service,Odisha,0,N.A.,N.A.,N.A.,Supremo
TN040900,Shri J Kumaragurubaran,Indian Administrative Service,Tamil Nadu,0,B.E.,Civil Engg,First,Supremo
TN041000,Dr. Pingale Vijay Maruti,Indian Administrative Service,Tamil Nadu,0,M.B.B.S.,Medicine,First,Supremo
TN041100,Shri Anshul Mishra,Indian Administrative Service,Tamil Nadu,0,B.A.,Political Sc.,First,Supremo
TN041100,Shri Anshul Mishra,Indian Administrative Service,Tamil Nadu,2,M.A.,Poltics,First,Supremo
RJ909001,Shri Suresh Chandra Dinkar,Indian Administrative Service,Rajasthan,0,N.A.,N.A.,N.A.,Supremo
UD067600,Dr. B V R Chandra Purushottam,Indian Administrative Service,Uttarakhand,0,B.V.Sc. & A.H.,Veterinary Medicine,First,Supremo
UD067601,Shri Raman Ravinath Mvap,Indian Administrative Service,Uttarakhand,0,B.E.,Computer Sc,First,Supremo
UD067601,Shri Raman Ravinath Mvap,Indian Administrative Service,Uttarakhand,2,PG Diploma,Computer Tech,First,Supremo
UD067601,Shri Raman Ravinath Mvap,Indian Administrative Service,Uttarakhand,4,LLB Second Year,Law,First,Supremo
UD067601,Shri Raman Ravinath Mvap,Indian Administrative Service,Uttarakhand,6,Masters in Public Policy,Public Policy,First,Supremo
TR020000,Shri Brijesh Panday,Indian Administrative Service,Tripura,0,B.Tech.,Chemical Engg,First,Supremo
TR020000,Shri Brijesh Panday,Indian Administrative Service,Tripura,2,PG Diploma,Business Law,First with Distinction,Supremo
TR020100,Ms. Saumya Gupta,Indian Administrative Service,Tripura,0,B.Com.,Commerce,First,Supremo
TR020100,Ms. Saumya Gupta,Indian Administrative Service,Tripura,2,PG Diploma,Journalism,First,Supremo
TN808010,Shri T.P. Rajesh,Indian Administrative Service,Tamil Nadu,0,M.A.,English,Grade 'A',Supremo
TN808010,Shri T.P. Rajesh,Indian Administrative Service,Tamil Nadu,2,P.G.,Forestry,-,Supremo
UP069400,Ms. Anamika Singh,Indian Administrative Service,Uttar Pradesh,0,B.A.,Ancient History,First,Supremo
UP069400,Ms. Anamika Singh,Indian Administrative Service,Uttar Pradesh,2,M.A.,Social Work,First,Supremo
UP069500,Shri Ravikumar N G,Indian Administrative Service,Uttar Pradesh,0,B.E.,Civil Engg,First with Distinction,Supremo
UP069600,Shri Vijay Vishwas Pant,Indian Administrative Service,Uttar Pradesh,0,B.Tech.,Electrical Engg.,First,Supremo
UP069700,Ms. Roshan Jacob,Indian Administrative Service,Uttar Pradesh,0,B.A.,English,First,Supremo
UP069700,Ms. Roshan Jacob,Indian Administrative Service,Uttar Pradesh,2,M.A.,English,First,Supremo
UP069800,Shri Gaurav Dayal,Indian Administrative Service,Uttar Pradesh,0,B.Sc.(Hons),Physics,First,Supremo
UP069900,Dr. Raj Shekhar,Indian Administrative Service,Uttar Pradesh,0,B.V.Sc. & A.H.,Animal Husby,First,Supremo
UP069901,Dr. Balkar Singh,Indian Administrative Service,Uttar Pradesh,0,B.V.Sc. & A.H.,Veterinary Sc.,First,Supremo
UP069901,Dr. Balkar Singh,Indian Administrative Service,Uttar Pradesh,2,M.V.Sc.,Veterinary Sc.,First,Supremo
JK010300,Ms. Mandeep Kaur,Indian Administrative Service,Jammu & Kashmir,0,B.Com.,Commerce,First,Supremo
JK010300,Ms. Mandeep Kaur,Indian Administrative Service,Jammu & Kashmir,2,C.S.,Commerce,-,Supremo
JK010300,Ms. Mandeep Kaur,Indian Administrative Service,Jammu & Kashmir,4,LL.B.,Law,First,Supremo
JK010300,Ms. Mandeep Kaur,Indian Administrative Service,Jammu & Kashmir,6,M.B.L.,Banking,Grade 'B',Supremo
JK010400,Shri Pandurang Kondbarao Pole,Indian Administrative Service,Jammu & Kashmir,0,Graduate,Agriculture,First,Supremo
JK010400,Shri Pandurang Kondbarao Pole,Indian Administrative Service,Jammu & Kashmir,2,B.A.,History,First,Supremo
JK010400,Shri Pandurang Kondbarao Pole,Indian Administrative Service,Jammu & Kashmir,4,Diploma,Human Resource,First,Supremo
KN033600,Dr. Vishal R,Indian Administrative Service,Karnataka,0,M.B.B.S.,Medicine,First,Supremo
KN033700,Dr. Ajay Nagabhushan Mn,Indian Administrative Service,Karnataka,0,M.B.B.S.,Medicine,First,Supremo
KN033800,Shri Anbukkumar V,Indian Administrative Service,Karnataka,0,B.A.,History,First,Supremo
KN033800,Shri Anbukkumar V,Indian Administrative Service,Karnataka,2,M.A.,History,First,Supremo
KN033900,Dr. N V Prasad,Indian Administrative Service,Karnataka,0,M.B.B.S.,Medicine,Second,Supremo
KN033901,Ms. C Shikha,Indian Administrative Service,Karnataka,0,B.E.,Instrumentation,First with Distinction,Supremo
KN033902,Ms. Gunjan Krishna,Indian Administrative Service,Karnataka,0,B.A. Honours,Economics,Second,Supremo
KN033902,Ms. Gunjan Krishna,Indian Administrative Service,Karnataka,2,LL.B.,Law,First,Supremo
MH047400,Shri Parimal Singh,Indian Administrative Service,Maharashtra,0,B.A.,Economics,First,Supremo
MH047400,Shri Parimal Singh,Indian Administrative Service,Maharashtra,2,M.A.,Economics,First,Supremo
MH047500,Shri Vikram Kumar,Indian Administrative Service,Maharashtra,0,B.Arch.,Architecture,Second,Supremo
MH047600,Shri Waghmare Vijay Balkrishna,Indian Administrative Service,Maharashtra,0,B.E.,Mech.engg.,First,Supremo
MH047600,Shri Waghmare Vijay Balkrishna,Indian Administrative Service,Maharashtra,2,M.B.A.,Marketing,Second,Supremo
MH047600,Shri Waghmare Vijay Balkrishna,Indian Administrative Service,Maharashtra,4,LL.B.,Civil & Criminal Law,Pass,Supremo
MH047600,Shri Waghmare Vijay Balkrishna,Indian Administrative Service,Maharashtra,6,M.P.A.,Public Admn,Grade 'A',Supremo
MH047700,Dr. Ramaswami N,Indian Administrative Service,Maharashtra,0,B.V.Sc. & A.H.,Veterinary Sc.,First,Supremo
MH047700,Dr. Ramaswami N,Indian Administrative Service,Maharashtra,2,M.V.Sc.,Animal Husby,First,Supremo
MH047700,Dr. Ramaswami N,Indian Administrative Service,Maharashtra,4,M.V.Sc.,Nutrition,Gold Medalist,Supremo
MN019900,Ms. Nidhi Kesarwani,Indian Administrative Service,Manipur,0,B.E.,Mech.engg.,First,Supremo
MN019900,Ms. Nidhi Kesarwani,Indian Administrative Service,Manipur,2,M.Tech.,Indl Engg.,First,Supremo
MN020200,Shri N Ashok Kumar,Indian Administrative Service,Manipur,0,B.Sc.(Agri),Agriculture,First,Supremo
MN020200,Shri N Ashok Kumar,Indian Administrative Service,Manipur,2,M.Sc.,Agriculture,First,Supremo
MN020400,Shri Devesh Deval,Indian Administrative Service,Manipur,0,B.A.,Economics,First,Supremo
MN020400,Shri Devesh Deval,Indian Administrative Service,Manipur,2,M.A.,Geography,First,Supremo
KN809003,Shri Ramegowda,Indian Administrative Service,Karnataka,0,N.A.,N.A.,N.A.,Supremo
KN809004,Shri Panduranga Bommaiah Nai,Indian Administrative Service,Karnataka,0,N.A.,N.A.,N.A.,Supremo
KN809105,Smt. Neela Manjunath,Indian Administrative Service,Karnataka,0,N.A.,N.A.,N.A.,Supremo
KN810002,Shri Hemaji Naik,Indian Administrative Service,Karnataka,0,N.A.,N.A.,N.A.,Supremo
KN810009,Shri N M Panali,Indian Administrative Service,Karnataka,0,N.A.,N.A.,N.A.,Supremo
KL808002,Shri E. Devadasan,Indian Administrative Service,Kerala,0,N.A.,N.A.,N.A.,Supremo
KL808003,Shri M. Nandakumar,Indian Administrative Service,Kerala,0,N.A.,N.A.,N.A.,Supremo
KL808004,Shri P.S. Muhammed Sagir,Indian Administrative Service,Kerala,0,N.A.,N.A.,N.A.,Supremo
KL808005,Shri P.M. Ali Asgar Pasha,Indian Administrative Service,Kerala,0,N.A.,N.A.,N.A.,Supremo
KL808006,Shri P.M. Francis,Indian Administrative Service,Kerala,0,N.A.,N.A.,N.A.,Supremo
KL808007,Shri K.V. Mohan Kumar,Indian Administrative Service,Kerala,0,N.A.,N.A.,N.A.,Supremo
KL808008,Shri V. Sanal Kumar,Indian Administrative Service,Kerala,0,N.A.,N.A.,N.A.,Supremo
KL808009,Shri K.N. Satheesh,Indian Administrative Service,Kerala,0,N.A.,N.A.,N.A.,Supremo
KL808011,Shri T. Bhaskaran,Indian Administrative Service,Kerala,0,N.A.,N.A.,N.A.,Supremo
KL908001,Shri Bijiu Prabhakar,Indian Administrative Service,Kerala,0,N.A.,N.A.,N.A.,Supremo
KL908002,Ms. M S Jaya,Indian Administrative Service,Kerala,0,N.A.,N.A.,N.A.,Supremo
JK812101,Ms. Mrs. Salma Hamid,Indian Administrative Service,Jammu & Kashmir,0,N.A.,N.A.,N.A.,Supremo
JK812102,Ms. Tasneem Maajid,Indian Administrative Service,Jammu & Kashmir,0,M.A.,Sociology,Second,Supremo
JK812103,Shri Farooq Ahmad Shah,Indian Administrative Service,Jammu & Kashmir,0,N.A.,N.A.,N.A.,Supremo
MP048500,Shri Raghuraj Madhav Rajendran,Indian Administrative Service,Madhya Pradesh,0,B.Tech.,Electronics,First,Supremo
MP048600,Shri John Kingsly A R,Indian Administrative Service,Madhya Pradesh,0,B.Sc.,Chemistry,Second,Supremo
MP048700,Shri Lokesh Kumar Jatav,Indian Administrative Service,Madhya Pradesh,0,B.A.,Economics,First,Supremo
OR028500,Ms. Roopa Mishra,Indian Administrative Service,Odisha,0,B.Com.,Accounting and Auditing,First with Distinction,Supremo
OR028500,Ms. Roopa Mishra,Indian Administrative Service,Odisha,2,B.Com.,Commerce,First,Supremo
OR028500,Ms. Roopa Mishra,Indian Administrative Service,Odisha,4,M.B.A.,Business Admn.,First,Supremo
NL006300,Shri Dinesh Kumar,Indian Administrative Service,Nagaland,0,B.Sc.,Mathematics,First,Supremo
NL006300,Shri Dinesh Kumar,Indian Administrative Service,Nagaland,2,M.Sc.,Mathematics,First,Supremo
NL006300,Shri Dinesh Kumar,Indian Administrative Service,Nagaland,4,M.A.,History,Second,Supremo
TR908101,Shri Sahadeb Das,Indian Administrative Service,Tripura,0,N.A.,N.A.,N.A.,Supremo
UP812115,Shri Virendra Kumar Singh,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo
UP812116,Shri Pramod Kumar-ii,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo
UP812117,Shri Ashok Kumar Srivastava,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo
UP812119,Shri Madan Pal,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo
UT025900,Shri Shurbir Singh,Indian Administrative Service,A G M U T,0,B.E.,Mech.engg.,First,Supremo
UT026000,Dr. Vasantha Kumar N,Indian Administrative Service,A G M U T,0,M.B.B.S.,Medicine,First,Supremo
UT026000,Dr. Vasantha Kumar N,Indian Administrative Service,A G M U T,2,M.D.,Medicine,First,Supremo
UT026100,Ms. Garima Gupta,Indian Administrative Service,A G M U T,0,B.A.,English Lit,Second,Supremo
UT026200,Shri Sanjay Goel,Indian Administrative Service,A G M U T,0,B.A. Honours,Economics,First,Supremo
UT026200,Shri Sanjay Goel,Indian Administrative Service,A G M U T,2,M.B.E.,Business Mgt,First,Supremo
UT026200,Shri Sanjay Goel,Indian Administrative Service,A G M U T,4,M.Phil.,Business Mgt,First,Supremo
UT026300,Shri Sreekanth T,Indian Administrative Service,A G M U T,0,B.E.,Chemical Engg,Second,Supremo
UT812201,Shri Lakhpat Rai Garg,Indian Administrative Service,A G M U T,0,N.A.,N.A.,N.A.,Supremo
UT812202,Shri S.K. Bhandari,Indian Administrative Service,A G M U T,0,N.A.,N.A.,N.A.,Supremo
UT812203,Shri Bansi Lal Sharma,Indian Administrative Service,A G M U T,0,N.A.,N.A.,N.A.,Supremo
UT812204,Shri Umesh Kumar,Indian Administrative Service,A G M U T,0,N.A.,N.A.,N.A.,Supremo
UT812206,Shri J.P. Agarwal,Indian Administrative Service,A G M U T,0,N.A.,N.A.,N.A.,Supremo
WB039400,Shri Sanjay Bansal,Indian Administrative Service,West Bengal,0,B.E.,Mech.engg.,First,Supremo
WB039400,Shri Sanjay Bansal,Indian Administrative Service,West Bengal,2,Certificate course,Architecture,Second,Supremo
WB039600,Shri P Mohangandhi,Indian Administrative Service,West Bengal,0,B.Sc.(Agri),Agriculture,First,Supremo
WB039600,Shri P Mohangandhi,Indian Administrative Service,West Bengal,2,M.Sc.,Economics,First,Supremo
WB039800,Shri Jagdish Prasad Meena,Indian Administrative Service,West Bengal,0,B.Tech.,Electrical Engg.,Second,Supremo
UT808302,Shri Zothankhuma,Indian Administrative Service,A G M U T,0,N.A.,N.A.,N.A.,Supremo
UP812121,Shri Narendra Singh Patel,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo
UP812122,Shri Rakesh Kumar Singh,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo
UP812124,Shri Surendra Kumar,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo
UP812125,Ms. Anita Srivastava,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo
UP812126,Shri Suresh Kumar-i,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo
