ID,Name,Service,Cadre,Reference_Value,Designation,Level,Office,Organisation,Field_of_Experience,Category_of_Experience,Start_Date,End_Date,Source
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,17,District Collector,Under Secretary,Almora,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/03/1960,01/08/1962,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,18,District Planning Officer,Junior Scale,,Cadre (AIS),Planning,Planning & Prog Implementation,01/12/1958,01/03/1960,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,19,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/02/1957,01/12/1958,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,0,Member,Secretary Equivalent,D/o Personnel & Trg,Centre,Recruitment Bd,Service Commn,01/12/1989,31/03/1990,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,1,Secretary,Secretary,M/o Home Affairs,Centre,Home,Home,01/10/1988,01/12/1989,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,2,Chief Secy,Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/12/1985,01/10/1988,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,3,Secretary,Secretary,M/o Human Resources Dev,Centre,Welfare,Social Justice & Empowerment,01/09/1985,01/10/1985,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,4,Secretary,Secretary,,Centre,Environment & Pollution Control,Environment & Forests,01/05/1985,01/09/1985,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,5,Secretary,Additional Secretary,,Cadre (AIS),Rural Development,Rural Dev,01/07/1984,01/05/1985,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,6,Commissioner,Additional Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/02/1984,01/05/1985,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,7,Member,Additional Secretary,,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,01/10/1983,01/02/1984,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,8,N.A.,Additional Secretary Equivalent,M/o Tourism & Culture,Centre,Finance,Finance,01/03/1981,01/08/1982,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,9,F A,Joint Secretary Equivalent,M/o Human Resources Dev,Centre,Finance,Finance,01/10/1976,01/03/1981,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,10,Commissioner & Secy,Joint Secretary,,Cadre (AIS),Home,Home,01/01/1975,01/10/1976,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,11,Secretary,Joint Secretary,,Cadre (AIS),Forests,Environment & Forests,01/12/1974,01/01/1975,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,12,Secretary,Joint Secretary,,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,01/12/1973,01/12/1974,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,13,Secy to Governor,Director,,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,01/01/1972,01/12/1973,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,14,Spl Secy,Director,,Cadre (AIS),Personnel and General Administration,Personnel and General Administration,01/09/1970,01/01/1972,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,15,Jt Secy,Deputy Secretary,,Cadre (AIS),Personnel and General Administration,Personnel and General Administration,01/03/1968,01/09/1970,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,16,Deputy Secretary,Deputy Secretary,M/o Defence,Centre,Defence,Defence,01/08/1964,01/02/1968,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,17,Under Secy,Under Secretary,M/o Defence,Centre,Defence,Defence,01/08/1962,01/08/1964,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,18,District Collector,Under Secretary,Banda,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/03/1960,01/03/1962,Supremo
UP017400,Shri Jak Krishnan,Indian Administrative Service,Uttar Pradesh,19,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/05/1957,01/03/1960,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,0,Secretary,Secretary,D/o Defence Production & Supply,Centre,Defence Production & Supplies,Defence,01/05/1985,01/04/1989,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,1,Chief Controller (Import Export),Additional Secretary Equivalent,M/o Commerce & Industry,Centre,Foreign Trade,Commerce,01/06/1983,01/05/1985,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,2,Managing Director,Additional Secretary Equivalent,M/o Textiles,Centre (PSU),Textiles,Textiles,01/01/1983,01/06/1983,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,3,N.A.,Additional Secretary,,Cadre (AIS),Area Development,Agriculture & Cooperation,01/05/1981,01/01/1983,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,4,N.A.,Additional Secretary,,Cadre (AIS),Tourism,Tourism,01/05/1981,01/01/1983,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,5,Secretary,Joint Secretary,,Cadre (AIS),Area Development,Agriculture & Cooperation,01/10/1980,01/05/1981,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,6,Secretary,Joint Secretary,,Cadre (AIS),Tourism,Tourism,01/10/1980,01/05/1981,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,7,Chairman,Joint Secretary,,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,01/07/1980,01/10/1980,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,8,Commissioner & Secy,Joint Secretary,,Cadre (AIS),Industries,Industries,01/03/1980,01/07/1980,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,9,Commissioner & Secy,Joint Secretary,,Cadre (AIS),Home,Home,01/11/1978,01/03/1980,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,10,Commissioner & Secy,Joint Secretary,,Cadre (AIS),Finance,Finance,01/12/1977,01/11/1978,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,11,Chairman & M D,Joint Secretary Equivalent,M/o Textiles,Centre (PSU),Textiles,Textiles,01/11/1974,01/12/1977,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,12,Chairman & M D,Joint Secretary,,Cadre (AIS),Textiles,Textiles,01/10/1973,01/11/1974,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,13,N.A.,Joint Secretary,Agra,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/09/1972,01/09/1973,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,14,Spl Secy,Director,,Cadre (AIS),Finance,Finance,01/09/1970,01/09/1972,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,15,District Collector,Deputy Secretary,Bareilly,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/01/1969,01/05/1970,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,16,District Collector,Deputy Secretary,Dehradun,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/06/1967,01/12/1968,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,17,Deputy Secretary,Under Secretary,,Cadre (AIS),Finance,Finance,01/07/1961,01/04/1967,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,18,District Collector,Under Secretary,Pilibhit,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/03/1960,01/06/1961,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,19,Additional Collector,Under Secretary,,Cadre (AIS),Planning,Planning & Prog Implementation,01/03/1959,01/03/1960,Supremo
UP017500,Shri Pc Jain,Indian Administrative Service,Uttar Pradesh,20,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/02/1957,01/11/1958,Supremo
UT000600,Shri K Banerji,Indian Administrative Service,A G M U T,0,N.A.,Additional Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/01/1987,01/11/1987,Supremo
UT000600,Shri K Banerji,Indian Administrative Service,A G M U T,1,N.A.,Additional Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/03/1982,01/01/1987,Supremo
UT000600,Shri K Banerji,Indian Administrative Service,A G M U T,2,Jt Secy,Joint Secretary,M/o Home Affairs,Centre,SC,ST Welfare,01/07/1980,01/03/1982,Supremo
UT000600,Shri K Banerji,Indian Administrative Service,A G M U T,3,Jt Secy,Joint Secretary,M/o Home Affairs,Centre,Home,Home,01/04/1979,01/07/1980,Supremo
UT000600,Shri K Banerji,Indian Administrative Service,A G M U T,4,Spl Secy,Joint Secretary,,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,01/09/1975,01/04/1979,Supremo
UT000600,Shri K Banerji,Indian Administrative Service,A G M U T,5,Secretary,Director,,Cadre (AIS),Planning,Planning & Prog Implementation,01/04/1974,01/09/1975,Supremo
UT000600,Shri K Banerji,Indian Administrative Service,A G M U T,6,Jt Director,Deputy Secretary,,Cadre (AIS),SC,ST Welfare,01/11/1967,01/04/1974,Supremo
UT000600,Shri K Banerji,Indian Administrative Service,A G M U T,7,Deputy Commissioner,Under Secretary,Imphal,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/05/1963,01/07/1964,Supremo
UT000600,Shri K Banerji,Indian Administrative Service,A G M U T,8,Deputy Secretary,Under Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/11/1958,01/05/1963,Supremo
UT000600,Shri K Banerji,Indian Administrative Service,A G M U T,9,Assistant Policy Officer,Junior Scale,,Cadre (AIS),Political Affairs,Home,01/01/1954,01/08/1958,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,0,N.A.,Secretary,Centre - Foreign Assignment,Cadre (Foreign Posting),Economic Affairs,Finance,01/09/1988,01/09/1989,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,1,Secretary,Secretary,M/o Finance & Company Affairs,Centre,Revenue,Finance,01/05/1987,01/09/1988,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,2,Secretary,Secretary,M/o Rural Dev,Centre,Rural Development,Rural Dev,01/02/1985,01/05/1987,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,3,Adviser,Additional Secretary Equivalent,Planning Commission,Centre,Planning,Planning & Prog Implementation,01/07/1983,01/02/1985,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,4,Additional Secy,Additional Secretary,M/o Mines,Centre,Mines,Mines & Minerals,01/01/1983,01/07/1983,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,5,N.A.,Additional Secretary Equivalent,Centre - Foreign Assignment,Centre,Foreign Trade,Commerce,01/11/1982,01/12/1982,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,6,Additional Secy,Additional Secretary,M/o Mines,Centre,Mines,Mines & Minerals,01/01/1982,01/11/1982,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,7,N.A.,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/03/1980,01/01/1982,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,8,N.A.,Joint Secretary Equivalent,Centre - Foreign Assignment,Centre (Foreign Posting),Labour,Labour & Employment,01/01/1980,01/03/1980,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,9,N.A.,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/04/1978,01/01/1980,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,10,Jt Secy,Joint Secretary,M/o Labour & Rehabilitation,Centre,Labour,Labour & Employment,01/07/1974,01/04/1978,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,11,Secretary,Joint Secretary,,Cadre (AIS),Labour,Labour & Employment,01/07/1972,01/07/1974,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,12,Jt Secy,Director,,Cadre (AIS),Labour,Labour & Employment,01/06/1971,01/07/1972,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,13,Director,Deputy Secretary,,Cadre (AIS),Revenue Admn,Land Revenue Mgmt & District Admn,01/06/1967,01/06/1971,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,14,Director,Deputy Secretary,,Cadre (AIS),Public Distribution,"Consumer Affairs, Food & PD",01/09/1964,01/06/1967,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,15,District Collector,Under Secretary,Nadia,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/06/1963,01/09/1964,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,16,District Collector,Under Secretary,Murshidabad,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/03/1962,01/06/1963,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,17,Settlement Officer,Under Secretary,,Cadre (AIS),Settlement,Land Revenue Mgmt & District Admn,01/04/1959,01/03/1962,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,18,N.A.,Junior Scale,,Cadre (AIS),Settlement,Land Revenue Mgmt & District Admn,01/05/1958,01/04/1959,Supremo
WB007500,Shri D Bandhopadhyay,Indian Administrative Service,West Bengal,19,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/04/1957,01/05/1958,Supremo
WB007600,Shri Dw Telang,Indian Administrative Service,West Bengal,0,N.A.,Secretary Equivalent,M/o Home Affairs,Centre,Development Admn,Land Revenue Mgmt & District Admn,01/01/1990,01/08/1990,Supremo
WB007600,Shri Dw Telang,Indian Administrative Service,West Bengal,1,Commissioner,Secretary,,Cadre (AIS),Personnel and General Administration,Personnel and General Administration,01/07/1988,01/08/1990,Supremo
WB007600,Shri Dw Telang,Indian Administrative Service,West Bengal,2,On Leave,Additional Secretary,Prior - Reversion,Centre,,N.Applicable,01/06/1987,01/07/1987,Supremo
WB007600,Shri Dw Telang,Indian Administrative Service,West Bengal,3,Additional Secy,Additional Secretary,M/o Water Resources,Centre,Irrigation,Water Resources,01/06/1985,01/05/1987,Supremo
WB007600,Shri Dw Telang,Indian Administrative Service,West Bengal,4,Additional Secy,Additional Secretary,M/o Irrigation,Centre,Irrigation,Water Resources,01/02/1984,01/06/1985,Supremo
WB007600,Shri Dw Telang,Indian Administrative Service,West Bengal,5,Executive Dir,Joint Secretary Equivalent,M/o Commerce & Industry,Centre,Foreign Trade,Commerce,01/05/1981,01/02/1984,Supremo
WB007600,Shri Dw Telang,Indian Administrative Service,West Bengal,6,Jt Secy,Joint Secretary,M/o Commerce & Industry,Centre,Commerce,Commerce,01/11/1978,01/05/1981,Supremo
WB007600,Shri Dw Telang,Indian Administrative Service,West Bengal,7,Commissioner,Joint Secretary,,Cadre (AIS),Divisional Admn,Land Revenue Mgmt & District Admn,01/09/1976,01/11/1978,Supremo
WB007600,Shri Dw Telang,Indian Administrative Service,West Bengal,8,Resident Director,Director Equivalent,Centre - Foreign Post,Centre (Foreign Posting),Expenditure,Finance,01/11/1972,01/07/1976,Supremo
WB007600,Shri Dw Telang,Indian Administrative Service,West Bengal,9,Director,Director,M/o Finance & Company Affairs,Centre,Economic Affairs,Finance,01/09/1970,01/10/1972,Supremo
WB007600,Shri Dw Telang,Indian Administrative Service,West Bengal,10,N.A.,Deputy Secretary,,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,01/08/1966,01/06/1969,Supremo
WB007600,Shri Dw Telang,Indian Administrative Service,West Bengal,11,Commissioner,Deputy Secretary,,Cadre (AIS),Dairy,Agriculture & Cooperation,01/07/1965,01/09/1966,Supremo
WB007600,Shri Dw Telang,Indian Administrative Service,West Bengal,12,Director,Deputy Secretary Equivalent,M/o Industry,Centre,Industries,Industries,01/06/1961,01/07/1964,Supremo
WB007600,Shri Dw Telang,Indian Administrative Service,West Bengal,13,District Collector,Under Secretary,,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/08/1959,01/06/1961,Supremo
WB007600,Shri Dw Telang,Indian Administrative Service,West Bengal,14,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/05/1957,01/08/1959,Supremo
WB007700,Shri A Choudhuri,Indian Administrative Service,West Bengal,0,Secretary,Additional Secretary,,Cadre (AIS),Planning,Planning & Prog Implementation,01/07/1984,01/10/1987,Supremo
WB007700,Shri A Choudhuri,Indian Administrative Service,West Bengal,1,Secretary,Additional Secretary,,Cadre (AIS),Public Distribution,"Consumer Affairs, Food & PD",01/11/1983,01/06/1984,Supremo
WB007700,Shri A Choudhuri,Indian Administrative Service,West Bengal,2,Secretary,Joint Secretary,,Cadre (AIS),Labour,Labour & Employment,01/04/1978,01/10/1979,Supremo
WB007700,Shri A Choudhuri,Indian Administrative Service,West Bengal,3,Jt Secy,Joint Secretary,M/o Finance & Company Affairs,Centre,Company Affairs,Law and Justice,01/02/1974,01/04/1978,Supremo
WB007700,Shri A Choudhuri,Indian Administrative Service,West Bengal,4,Director,Director,D/o Rehabilitation,Centre,Rehabilitation,Home,01/02/1973,01/02/1974,Supremo
WB007700,Shri A Choudhuri,Indian Administrative Service,West Bengal,5,Labour Commissioner,Director,,Cadre (AIS),Labour,Labour & Employment,01/05/1969,01/02/1973,Supremo
WB007700,Shri A Choudhuri,Indian Administrative Service,West Bengal,6,Director,Director,,Cadre (AIS),Road Transport,Transport,01/07/1968,01/05/1969,Supremo
WB007700,Shri A Choudhuri,Indian Administrative Service,West Bengal,7,Director,Deputy Secretary,,Cadre (AIS),Industries,Industries,01/11/1967,01/07/1968,Supremo
WB007700,Shri A Choudhuri,Indian Administrative Service,West Bengal,8,Additional Director,Deputy Secretary,,Cadre (AIS),Industries,Industries,01/08/1964,01/11/1967,Supremo
WB007700,Shri A Choudhuri,Indian Administrative Service,West Bengal,9,District Collector,Under Secretary,Malda,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/07/1963,01/07/1964,Supremo
WB007700,Shri A Choudhuri,Indian Administrative Service,West Bengal,10,District Collector,Under Secretary,Purulia,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/07/1962,01/07/1963,Supremo
WB007700,Shri A Choudhuri,Indian Administrative Service,West Bengal,11,Additional Collector,Under Secretary,,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/01/1960,01/07/1962,Supremo
WB007700,Shri A Choudhuri,Indian Administrative Service,West Bengal,12,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/05/1957,01/01/1960,Supremo
WB007800,Shri Rn Sen Gupta,Indian Administrative Service,West Bengal,0,Chief Secy,Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/10/1986,01/12/1988,Supremo
