Item,Count
English Lit|Psychology-----Finance,1
Electronics|Project Mgt-----Agriculture & Cooperation,1
Political Sc.|Business Admn.|Intnl.affairs|Political Sc.-----Home,1
Commerce|Law|Intnl.law-----Parliamentary Affairs,1
Commerce|Law|Intnl.law-----Youth Affairs & Sports,1
Electrical Engg.|Finance|Cost Acct-----Land Revenue Mgmt & District Admn,1
Electrical Engg.|Finance|Cost Acct-----Human Resource Dev,1
Physics (hons)|N.A.|Business Mgt-----Rural Dev,1
Economics|Social Studies|Sociology-----Home,1
History|Psychology-----Land Revenue Mgmt & District Admn,1
Electronics|Project Mgt-----Law & Justice,1
Chemistry-----Water Resources,1
English|Applied Eco.|English-----,1
Physical Chem|English|Sociology-----Information & Broadcasting,1
Physical Chem|English|Sociology-----Commerce,1
Physics|Economics|Physics|Sociology|Art-----Staff Officers,1
Physics|Economics|Physics|Sociology|Art-----Rural Dev,1
Physics|Economics|Physics|Sociology|Art-----Land Revenue Mgmt & District Admn,1
Economics|Social Studies|Sociology-----Health & Family Welfare,1
History|Psychology-----Youth Affairs & Sports,1
Economics|Social Studies|Sociology-----Commerce,1
Economics|Social Studies|Sociology-----Mines & Minerals,1
Economics|Social Studies|Sociology-----Tourism,1
Economics|Social Studies|Sociology-----N.Applicable,1
Economics|Social Studies|Sociology-----Labour & Employment,1
Physical Chem|English|Sociology-----Personnel and General Administration,1
Electronics|Project Mgt-----Social Justice & Empowerment,1
Electrical Engg.|Finance|Cost Acct-----Communications & Information Technology,1
Energy Studies|Physics|Physics-----Personnel and General Administration,1
Accountancy|Business Mgt|Public Policy|Yoga-----Rural Dev,1
"Electrical Engg.|Computer Tech-----Consumer Affairs, Food & PD",1
Psychology|Business Admn.|English Lit-----Women & Child Dev,1
Psychology|Business Admn.|English Lit-----Home,1
Psychology|Business Admn.|English Lit-----Science & Technology,1
Psychology|Business Admn.|English Lit-----Urban Development,1
Psychology|Business Admn.|English Lit-----Land Revenue Mgmt & District Admn,1
Civil Engg|Economics-----Science & Technology,1
History-----Communications & Information Technology,1
Accountancy|Business Mgt|Public Policy|Yoga-----Human Resource Dev,1
Accountancy|Business Mgt|Public Policy|Yoga-----N.Applicable,1
Accountancy|Business Mgt|Public Policy|Yoga-----Personnel and General Administration,1
Physics|Physics|Physics-----Human Resource Dev,1
Civil Engg|Economics-----Rural Dev,1
Physics|Physics|Physics-----Urban Development,1
Civil Engg|Economics-----Personnel and General Administration,1
"Energy Studies|Physics|Physics-----Consumer Affairs, Food & PD",1
Mech.engg.|Pers.Mgt.-----Home,1
Metallurgy Engg|Business Admn.|Economics-----Personnel and General Administration,1
Metallurgy Engg|Business Admn.|Economics-----Agriculture & Cooperation,1
Physics|Housing and Environment-----,1
Economics|Law|Defence Studies|Economics|Political Eco|Economics-----Staff Officers,1
Economics|Law|Defence Studies|Economics|Political Eco|Economics-----Science & Technology,1
Law|Economics|Business Admn.|Physics|Social Pol&planning -uk-----Home,1
English Lit|Psychology-----N.Applicable,1
Electrical Engg.|Computer Tech-----Local Self Govt,1
Electrical Engg.|Computer Tech-----Human Resource Dev,1
Electrical Engg.|Computer Tech-----N.Applicable,1
Physics|Physics|Physics-----Rural Dev,1
Civil Engg|Economics-----Information & Broadcasting,1
Civil Engg|Economics-----Social Justice & Empowerment,1
Civil Engg|Economics-----Finance,1
Civil Engg|Economics-----Agriculture & Cooperation,1
Physics|Business Admn.|Physics-----Mines & Minerals,1
Physics|Business Admn.|Physics-----Defence,1
Physics|Business Admn.|Physics-----Agriculture & Cooperation,1
Electronics-----Textiles,1
Energy Studies|Physics|Physics-----Rural Dev,1
Civil Engg|Economics-----N.Applicable,1
Political Sc.|Business Admn.|Intnl.affairs|Political Sc.-----Transport,1
Political Sc.|Business Admn.|Intnl.affairs|Political Sc.-----Human Resource Dev,1
Physics|Economics|Physics|Sociology|Art-----Water Resources,1
English|English|Law-----Mines & Minerals,1
English|English|Law-----Planning & Prog Implementation,1
Law|Physics|Linguistics-----ST Welfare,1
Law|Physics|Linguistics-----Home,1
Law|Physics|Linguistics-----Finance,1
Electrical Engg.|Finance|Cost Acct-----Law & Justice,1
Civil Engg|Economics-----Public Works,1
"Civil Engg|Economics-----Consumer Affairs, Food & PD",1
Accountancy|Business Mgt|Public Policy|Yoga-----Urban Development,1
Psychology|Business Admn.|English Lit-----Agriculture & Cooperation,1
Agriculture|Agriculture|Agriculture|Horticulture-----Commerce,1
Clinical Pathgy-----Labour & Employment,1
Agriculture|Horticulture|Horticulture|Financial Management|Public Mgmt & Policy-----Agriculture & Cooperation,1
History|English Lit|Intnl Relations-----Youth Affairs & Sports,1
Russian|Physics|Mathematics-----Communications & Information Technology,1
Pers.Mgt.|English|Law|Political Sc.-----Land Revenue Mgmt & District Admn,1
Chemistry|Chemistry|Chemistry-----Social Justice & Empowerment,1
Pers.Mgt.|English|Law|Political Sc.-----Industries,1
English|Applied Eco.|English Lit|Political Eco-----Industries,1
English|Applied Eco.|English Lit|Political Eco-----N.Applicable,1
English|Applied Eco.|English Lit|Political Eco-----Finance,1
Political Sc.|Law|Political Sc.|N.A.|N.A.-----Information & Broadcasting,1
Chemistry|Chemistry|Public Admn-----Land Revenue Mgmt & District Admn,1
Chemistry|Chemistry|Public Admn-----Rural Dev,1
History|English Lit|Intnl Relations-----Labour & Employment,1
Law|Physics-----Transport,1
Chemistry|Chemistry|Chemistry-----Law & Justice,1
English|Medieval Indian History-----Energy,1
Political Sc.|Law|Political Sc.|N.A.|N.A.-----Rural Dev,1
Political Sc.|Law|Political Sc.|N.A.|N.A.-----Finance,1
Political Sc.|Law|Political Sc.|N.A.|N.A.-----Youth Affairs & Sports,1
Political Sc.|Law|Political Sc.|N.A.|N.A.-----ST Welfare,1
Chemistry|Law-----Protocol,1
Political Sc.|Law|Political Sc.|N.A.|N.A.-----Textiles,1
Political Sc.|Law|Political Sc.|N.A.|N.A.-----Urban Development,1
Political Sc.|Law|Political Sc.|N.A.|N.A.-----Tourism,1
Political Sc.|Law|Political Sc.|N.A.|N.A.-----Social Justice & Empowerment,1
Physics|Business Admn.|Physics-----Public Administration,1
Chemistry|Chemistry|Chemistry-----Agriculture & Cooperation,1
Chemistry|Chemistry|Chemistry-----Public Works,1
History|Public Admn|History-----Rural Dev,1
Russian|Physics|Mathematics-----Water Resources,1
Physics (hons)|Physics|Planning.-----Water Resources,1
French|English|English-----Women & Child Dev,1
"Journalism|Zoology|English-----Consumer Affairs, Food & PD",1
Journalism|Zoology|English-----Service Commn,1
Journalism|Zoology|English-----Tourism,1
Journalism|Zoology|English-----N.Applicable,1
Journalism|Zoology|English-----Land Revenue Mgmt & District Admn,1
Journalism|Zoology|English-----Industries,1
History|Public Admn|History-----Agriculture & Cooperation,1
History|Public Admn|History-----Textiles,1
History|History|Business Admn.-----Petroleum & Natural Gas,1
Pers.Mgt.|English|Law|Political Sc.-----Finance,1
Chemistry|Chemistry|Chemistry-----Energy,1
Russian|Physics|Mathematics-----Planning & Prog Implementation,1
Russian|Physics|Mathematics-----Science & Technology,1
Russian|Physics|Mathematics-----Human Resource Dev,1
Russian|Physics|Mathematics-----Urban Development,1
Russian|Physics|Mathematics-----Rural Dev,1
Russian|Physics|Mathematics-----N.Applicable,1
Russian|Physics|Mathematics-----Finance,1
Russian|Physics|Mathematics-----Transport,1
Political Sc.|Economics-----Development_of_NER,1
History|Public Admn|History-----Home,1
Political Sc.|Economics-----Urban Development,1
Physics|Business Admn.|Physics-----Culture,1
Physics|Business Admn.|Physics-----ST Welfare,1
History|History|Business Admn.-----External Affairs,1
Veterinary Sc.|Animal Husby|Nutrition-----Transport,1
Commerce|Commerce|Law|Banking-----,1
Agriculture|History|Human Resource-----Human Resource Dev,1
Agriculture|History|Human Resource-----Finance,1
Instrumentation-----Personnel and General Administration,1
Architecture-----,1
Architecture-----Rural Dev,1
Mech.engg.|Marketing|Civil & Criminal Law|Public Admn-----Urban Development,1
Mech.engg.|Marketing|Civil & Criminal Law|Public Admn-----Labour & Employment,1
Mech.engg.|Marketing|Civil & Criminal Law|Public Admn-----Public Policy,1
Mech.engg.|Marketing|Civil & Criminal Law|Public Admn-----Land Revenue Mgmt & District Admn,1
Medicine|Public Policy|Rural Dev|Development-----,1
Veterinary Sc.|Animal Husby|Nutrition-----Finance,1
History|History|Business Admn.-----Protocol,1
Veterinary Sc.|Animal Husby|Nutrition-----Land Revenue Mgmt & District Admn,1
Veterinary Sc.|Animal Husby|Nutrition-----Rural Dev,1
Veterinary Sc.|Animal Husby|Nutrition-----,1
Agriculture|History|Human Resource-----Urban Development,1
Commerce|Commerce|Law|Banking-----Finance,1
Economics|Geography-----Health & Family Welfare,1
Commerce|Commerce|Law|Banking-----Industries,1
Microbiology|Microbiology-----Health & Family Welfare,1
Medicine|Public Policy|Rural Dev|Development-----Human Resource Dev,1
Microbiology|Microbiology-----Rural Dev,1
Commerce|Intrnl Business|Management-----Staff Officers,1
Mech.engg.|Marketing|Civil & Criminal Law|Public Admn-----Rural Dev,1
Clinical Pathgy-----Staff Officers,1
Clinical Pathgy-----Urban Development,1
Clinical Pathgy-----N.Applicable,1
Chemistry|Chemistry|Public Admn-----Commerce,1
Chemistry|Chemistry|Public Admn-----Planning & Prog Implementation,1
Chemistry|Chemistry|Public Admn-----Transport,1
Law|N.A.-----Environment & Forests,1
|Bio-Technology-----N.A.,1
Forestry|Physics-----Environment & Forests,1
Forestry|Physics-----Industries,1
Forestry|Physics-----Finance,1
Forestry|Physics-----Energy,1
Forestry|Physics-----N.Applicable,1
Journalism|Zoology|English-----Finance,1
Journalism|Zoology|English-----Personnel and General Administration,1
Physics (hons)|Physics|Planning.-----Planning & Prog Implementation,1
Chemistry|Chemistry|Public Admn-----Industries,1
Physics (hons)|Physics|Planning.-----Finance,1
Physics (hons)|Physics|Planning.-----Transport,1
Physics (hons)|Physics|Planning.-----Home,1
Physics (hons)|Physics|Planning.-----Tourism,1
Social Work|English|Law-----Social Justice & Empowerment,1
Social Work|English|Law-----Corporate Management (New),1
Social Work|English|Law-----Tourism,1
Social Work|English|Law-----Industries,1
Social Work|English|Law-----Public Works,1
Chemistry|Chemistry|Chemistry-----Staff Officers,1
Pers.Mgt.|English|Law|Political Sc.-----Home,1
Clinical Pathgy-----,1
Chemistry|Zoology-----Communications & Information Technology,1
Economics|Economics|Intnl Relations-----,1
Economics|Economics|Intnl Relations-----Energy,1
Economics|Economics|Intnl Relations-----Petroleum & Natural Gas,1
Economics|Economics|Intnl Relations-----Environment & Forests,1
Economics|Economics|Intnl Relations-----Personnel and General Administration,1
"Economics|Economics|Intnl Relations-----Consumer Affairs, Food & PD",1
Chemistry|Zoology-----Environment & Forests,1
Chemistry|Zoology-----Personnel and General Administration,1
Chemistry|Zoology-----Finance,1
Public Admn|Commerce|Economics-----Finance,1
Chemistry|Zoology-----Labour & Employment,1
"Chemistry|Zoology-----Consumer Affairs, Food & PD",1
Chemistry|Zoology-----Urban Development,1
English|Medieval Indian History-----Mines & Minerals,1
English|Medieval Indian History-----N.Applicable,1
Chemistry|Urdu|Rur Social Dev-----Urban Development,1
Chemistry|Urdu|Rur Social Dev-----Textiles,1
Chemistry|Business Admn.|Chemistry-----Women & Child Dev,1
Public Admn|Commerce|Economics-----Rural Dev,1
Chemistry|German|Dev Studies|Law-----Local Self Govt,1
Export|English|Geography|Intnl Trade.-----Transport,1
History|English Lit|Intnl Relations-----Planning & Prog Implementation,1
Physics|Physics|Business Admn.-----Labour & Employment,1
Medicine|Business Admn.-----Home,1
English|Medieval Indian History-----Social Justice & Empowerment,1
Chemistry|German|Dev Studies|Law-----Textiles,1
French|German|English|English-----Public Works,1
Electrical Engg.|Technology-----Personnel and General Administration,1
Electrical Engg.|Electrical Engg.-----Environment & Forests,1
French|English|English-----Textiles,1
Electrical Engg.|Technology-----Transport,1
Hindi|Commerce-----Transport,1
Hindi|Commerce-----Finance,1
"History|Law|English Lit-----Consumer Affairs, Food & PD",1
Sectt.Practices|Economics|Business Admn.|Economics-----Rural Dev,1
Sectt.Practices|Economics|Business Admn.|Economics-----Home,1
"Sectt.Practices|Economics|Business Admn.|Economics-----Consumer Affairs, Food & PD",1
Electrical Engg.|Technology-----Agriculture & Cooperation,1
Electrical Engg.|Technology-----N.Applicable,1
Electrical Engg.|Technology-----Energy,1
Hindi|Commerce-----Rural Dev,1
Hindi|Commerce-----Parliamentary Affairs,1
Public Admn|Commerce|Economics-----Transport,1
Public Admn|Commerce|Economics-----Land Revenue Mgmt & District Admn,1
Chemistry|Urdu|Rur Social Dev-----Energy,1
Electrical Engg.|Public Admn-----Youth Affairs & Sports,1
Chemistry|Urdu|Rur Social Dev-----Rural Dev,1
Chemistry|Urdu|Rur Social Dev-----Social Justice & Empowerment,1
Chemistry|German|Dev Studies|Law-----Industries,1
Chemistry|German|Dev Studies|Law-----Finance,1
Chemistry|German|Dev Studies|Law-----Urban Development,1
Hindi|Commerce-----Local Self Govt,1
"Physics|Computer Tech|Physics-----Consumer Affairs, Food & PD",1
Physics|Computer Tech|Physics-----Home,1
Economic Dev.|Economics|Economics-----Industries,1
Economics|Economics|Project Planning-----Personnel and General Administration,1
History|English Lit|Intnl Relations-----Industries,1
Physics|Computer Tech|Physics-----Tourism,1
Medicine|Business Admn.-----Personnel and General Administration,1
Physics|Computer Tech|Physics-----Health & Family Welfare,1
Economics|Economics|Project Planning-----Finance,1
Economics|Economics|Project Planning-----Industries,1
Economics|Economics|Project Planning-----Water Resources,1
Economics|Economics|Project Planning-----Textiles,1
Economics|Economics|Project Planning-----Environment & Forests,1
Economics|Economics|Project Planning-----Transport,1
Economics|Economics|Project Planning-----Home,1
Chemistry|Urdu|Rur Social Dev-----Finance,1
English|History-----Commerce,1
English|Medieval Indian History-----Home,1
Political Sc.|Law|Political Sc.|N.A.|N.A.-----Home,1
French|German|English|English-----Culture,1
History|Public Admn|History-----Urban Development,1
History|Public Admn|History-----Commerce,1
Botany-----Energy,1
Botany-----Home,1
Botany-----Tourism,1
Botany-----Protocol,1
French|German|English|English-----Transport,1
French|German|English|English-----Home,1
Chemistry|Business Admn.|Chemistry-----Culture,1
Chemistry|Business Admn.|Chemistry-----Information & Broadcasting,1
Electrical Engg.|Public Admn-----Finance,1
Electrical Engg.|Public Admn-----Social Justice & Empowerment,1
Chemical Engg|Management-----Rural Dev,1
Chemical Engg|Management-----Personnel and General Administration,1
Chemical Engg|Management-----Transport,1
Chemical Engg|Management-----Agriculture & Cooperation,1
Physics|Physics|Business Admn.-----Law & Justice,1
Medicine|Business Admn.-----Agriculture & Cooperation,1
Physics|Physics|Business Admn.-----Information & Broadcasting,1
Physics|Physics|Business Admn.-----Energy,1
