Item,Count,Field,Subject
,1,Agriculture & Cooperation,Education|History
,1,Urban Development,Education|History
,1,Finance,Education|History
,1,Information & Broadcasting,Education|History
,1,Social Justice & Empowerment,Education|History
,1,Land Revenue Mgmt & District Admn,Education|History
,1,Energy,Development Economics|Finance|Electronics
,1,Energy,Education|History
,1,Personnel and General Administration,Development Economics|Finance|Electronics
,1,Youth Affairs & Sports,Development Economics|Finance|Electronics
,1,Urban Development,Development Economics|Finance|Electronics
,1,N.Applicable,Development Economics|Finance|Electronics
,1,Mines & Minerals,Development Economics|Finance|Electronics
,1,Human Resource Dev,Development Economics|Finance|Electronics
,1,"Consumer Affairs, Food & PD",Development Economics|Finance|Electronics
,1,Land Revenue Mgmt & District Admn,Development Economics|Finance|Electronics
,1,Social Justice & Empowerment,Mech.engg.|Police Admn
,1,Human Resource Dev,Education|History
,1,Water Resources,Education|History
,1,Rural Dev,Social Sciences|Commerce
,1,Service Commn,Modern Ind.Hist|Finance|History|Business Admn.
,1,Urban Development,Law|Commerce|Economics|Business Admn.
,1,Staff Officers,Law|Commerce
,1,Labour & Employment,Public Admn|Mathematics|Russian
,1,Mines & Minerals,Public Admn|Mathematics|Russian
,1,Textiles,Public Admn|Mathematics|Russian
,1,Land Revenue Mgmt & District Admn,Public Admn|Mathematics|Russian
,1,Urban Development,Public Admn|Mathematics|Russian
,1,Health & Family Welfare,Public Admn|Mathematics|Russian
,1,Human Resource Dev,Modern Ind.Hist|Finance|History|Business Admn.
,1,Health & Family Welfare,Modern Ind.Hist|Finance|History|Business Admn.
,1,Rural Dev,Intnl Studies|Economics|Energy Studies
,1,Protocol,Modern Ind.Hist|Finance|History|Business Admn.
,1,Rural Dev,Modern Ind.Hist|Finance|History|Business Admn.
,1,Defence,Chemistry|Business Admn.
,1,Water Resources,Chemistry|Business Admn.
,1,Environment & Forests,Chemistry|Business Admn.
,1,Law & Justice,Intnl Studies|Economics|Energy Studies
,1,Staff Officers,Intnl Studies|Economics|Energy Studies
,1,Planning & Prog Implementation,Intnl Studies|Economics|Energy Studies
,1,Information & Broadcasting,Intnl Studies|Economics|Energy Studies
,1,Commerce,Law|Commerce|Economics|Business Admn.
,1,Textiles,Mech.engg.|Police Admn
,1,Defence,Mech.engg.|Police Admn
,1,Tourism,Public Admn|Chemistry
,1,Home,Archaeology|History
,1,Agriculture & Cooperation,Archaeology|History
,1,Rural Dev,Archaeology|History
,1,N.Applicable,Archaeology|History
,1,Corporate Management (New),Law|Botany
,1,N.Applicable,Economics|Public Admn|Business Admn.
,1,Environment & Forests,Economics|Public Admn|Business Admn.
,1,Human Resource Dev,Economics|Public Admn|Business Admn.
,1,Urban Development,Economics|Public Admn|Business Admn.
,1,Environment & Forests,Public Admn|Chemistry
,1,N.Applicable,Mech.engg.|Police Admn
,1,Law & Justice,Public Admn|Chemistry
,1,Planning & Prog Implementation,Sanskrit
,1,Youth Affairs & Sports,Banking|Law|Economics
,1,Finance,Banking|Law|Economics
,1,Industries,Botany|Forestry
,1,Public Works,Banking|Law|Economics
,1,Health & Family Welfare,Botany|Forestry
,1,Defence,Banking|Law|Economics
,1,Personnel and General Administration,Banking|Law|Economics
,1,Social Justice & Empowerment,Public Admn|Chemistry
,1,Transport,Archaeology|History
,1,Personnel and General Administration,Archaeology|History
,1,Energy,Archaeology|History
,1,Personnel and General Administration,Mech.engg.|Police Admn
,1,Tourism,Mech.engg.|Police Admn
,1,Land Revenue Mgmt & District Admn,Economics|Statistics|Sociology
,1,Law & Justice,Economics|Statistics|Sociology
,1,Personnel and General Administration,Economics|History|Agrl.Economics
,1,N.Applicable,Economics|Statistics|Sociology
,1,Local Self Govt,Economics|History|Agrl.Economics
,1,"Consumer Affairs, Food & PD",Economics|History|Agrl.Economics
,1,N.Applicable,Economics|History|Agrl.Economics
,1,Industries,Economics|History|Agrl.Economics
,1,Land Revenue Mgmt & District Admn,Economics|History|Agrl.Economics
,1,Parliamentary Affairs,Economics|Public Admn|Law
,1,ST Welfare,Economics|Statistics|Sociology
,1,Urban Development,Philosophy|Sanskrit|Hindi
,1,Rural Dev,Philosophy|Sanskrit|Hindi
,1,Transport,Economics|Statistics|Sociology
,1,Protocol,Archaeology|History
,1,"Consumer Affairs, Food & PD",Archaeology|History
,1,Health & Family Welfare,Archaeology|History
,1,Personnel and General Administration,Social Sciences|Commerce
,1,"Consumer Affairs, Food & PD",Social Sciences|Commerce
,1,Youth Affairs & Sports,Law|Commerce|Sahitya Visharad
,1,Science & Technology,Public Admn|Aerospace Enginneering|Business Admn.
,1,Petroleum & Natural Gas,Economics|Physics|Political Sc.
,1,Protocol,Economics|Physics|Political Sc.
,1,Industries,Economics|Physics|Political Sc.
,1,Human Resource Dev,Economics|Physics|Political Sc.
,1,ST Welfare,Economics|Physics|Political Sc.
,1,Personnel and General Administration,Economics|Physics|Political Sc.
,1,,Zoology|Anthropology
,1,Women & Child Dev,English Lit|History
,1,Textiles,Public Admn|Aerospace Enginneering|Business Admn.
,1,Land Revenue Mgmt & District Admn,Public Admn|Aerospace Enginneering|Business Admn.
,1,Industries,Education|Chemistry|Business Admn.
,1,Social Justice & Empowerment,Philosophy|Pers.Mgt.|Chemistry|Business Admn.
,1,Finance,French|Geography|English
,1,Science & Technology,Philosophy|Pers.Mgt.|Chemistry|Business Admn.
,1,Home,Philosophy|Pers.Mgt.|Chemistry|Business Admn.
,1,Urban Development,Philosophy|Pers.Mgt.|Chemistry|Business Admn.
,1,Health & Family Welfare,Philosophy|Pers.Mgt.|Chemistry|Business Admn.
,1,Land Revenue Mgmt & District Admn,Philosophy|Pers.Mgt.|Chemistry|Business Admn.
,1,Agriculture & Cooperation,French|Geography|English
,1,Law & Justice,Philosophy|Pers.Mgt.|Chemistry|Business Admn.
,1,Personnel and General Administration,Education|Chemistry|Business Admn.
,1,Women & Child Dev,Education|Chemistry|Business Admn.
,1,Energy,Social Sciences|Commerce
,1,Communications & Information Technology,International Dev|English Lit
,1,Public Works,Zoology|Anthropology
,1,Corporate Management (New),Law|Commerce|Sahitya Visharad
,1,Planning & Prog Implementation,Law|Commerce|Sahitya Visharad
,1,Communications & Information Technology,Physics|Business Admn.
,1,N.Applicable,International Dev|English Lit
,1,Personnel and General Administration,International Dev|English Lit
,1,Information & Broadcasting,International Dev|English Lit
,1,Human Resource Dev,International Dev|English Lit
,1,Finance,International Dev|English Lit
,1,Human Resource Dev,Zoology|Anthropology
,1,Water Resources,French|English|Economics
,1,Protocol,Zoology|Anthropology
,1,Human Resource Dev,Psychology|Small Scale Sector
,1,Industries,Psychology|Small Scale Sector
,1,Textiles,Psychology|Small Scale Sector
,1,Agriculture & Cooperation,Psychology|Small Scale Sector
,1,Finance,French|English|Economics
,1,Industries,French|English|Economics
,1,Planning & Prog Implementation,French|English|Economics
,1,Urban Development,French|English|Economics
,1,Rural Dev,Philosophy|Pers.Mgt.|Chemistry|Business Admn.
,1,Health & Family Welfare,Chemistry|Poverty Alleviation|Public Admn|Dev Studies|Social Sciences|Physics
,1,Women & Child Dev,Chemistry|Poverty Alleviation|Public Admn|Dev Studies|Social Sciences|Physics
,1,Mines & Minerals,Zoology|Botany|Tourism
,1,Petroleum & Natural Gas,Intnl Economics|Physics
,1,Human Resource Dev,Intnl Economics|Physics
,1,Water Resources,Intnl Economics|Physics
,1,Finance,Intnl Economics|Physics
,1,Service Commn,Intnl Economics|Physics
,1,Urban Development,Intnl Economics|Physics
,1,Land Revenue Mgmt & District Admn,Intnl Economics|Physics
,1,Rural Dev,Intnl Economics|Physics
,1,Urban Development,Zoology|Botany|Tourism
,1,Finance,Zoology|Botany|Tourism
,1,Home,Chemistry|Poverty Alleviation|Public Admn|Dev Studies|Social Sciences|Physics
,1,Labour & Employment,Social Sciences|Public Admn|Law|Political Sc.|History
,1,Science & Technology,Electrical Engg.|Business Admn.
,1,Land Revenue Mgmt & District Admn,Law|Commerce|Economics|Business Admn.
,1,Labour & Employment,Electrical Engg.|Business Admn.
,1,Corporate Management (New),Law|Commerce|Economics|Business Admn.
,1,Information & Broadcasting,Law|Commerce|Economics|Business Admn.
,1,Finance,Law|Commerce|Economics|Business Admn.
,1,Mines & Minerals,Economics|English
,1,Land Revenue Mgmt & District Admn,Social Sciences|Commerce
,1,Social Justice & Empowerment,Intnl Economics|Physics
,1,Transport,Social Sciences|Public Admn|Law|Political Sc.|History
,1,N.Applicable,Social Sciences|Public Admn|Law|Political Sc.|History
,1,Water Resources,Social Sciences|Public Admn|Law|Political Sc.|History
,1,Mines & Minerals,Chemistry|Poverty Alleviation|Public Admn|Dev Studies|Social Sciences|Physics
,1,Personnel and General Administration,Chemistry|Poverty Alleviation|Public Admn|Dev Studies|Social Sciences|Physics
,1,Industries,Chemistry|Poverty Alleviation|Public Admn|Dev Studies|Social Sciences|Physics
,1,Rural Dev,Economics|Economic Dev.|Political Sc.
,1,Transport,Economics|Economic Dev.|Political Sc.
,1,Finance,Economics|Economic Dev.|Political Sc.
,1,Social Justice & Empowerment,Economics|Economic Dev.|Political Sc.
,1,Social Justice & Empowerment,French|Geography|English
,1,Textiles,Electrical Engg.|Chemistry
,1,Textiles,French|Geography|English
,1,"Consumer Affairs, Food & PD",Electrical Engg.|Chemistry
,1,Corporate Management (New),Electrical Engg.|Chemistry
,1,Rural Dev,Dev Adm|Political Sc.
,1,Planning & Prog Implementation,Dev Adm|Political Sc.
,1,Youth Affairs & Sports,Dev Adm|Political Sc.
,1,Land Revenue Mgmt & District Admn,Sanskrit|Economics|English|Mathematics
,1,Human Resource Dev,Sanskrit|Economics|English|Mathematics
,1,ST Welfare,Sanskrit|Economics|English|Mathematics
,1,Industries,Sanskrit|Economics|English|Mathematics
,1,Planning & Prog Implementation,Geography|Law|Mathematics
,1,Mines & Minerals,Geography|Law|Mathematics
,1,Agriculture & Cooperation,Social Sciences
,1,Social Justice & Empowerment,Public Admn|Poltics|Physics|Business Admn.
,1,Development_of_NER,Economics|Business Admn.
,1,Law & Justice,Law|Mathematics
,1,Transport,Public Admn|Poltics|Physics|Business Admn.
,1,Law & Justice,Public Admn|Poltics|Physics|Business Admn.
,1,Human Resource Dev,Public Admn|Poltics|Physics|Business Admn.
,1,N.Applicable,Public Admn|Poltics|Physics|Business Admn.
,1,Industries,Public Admn|Poltics|Physics|Business Admn.
,1,Staff Officers,Public Admn|Poltics|Physics|Business Admn.
,1,"Consumer Affairs, Food & PD",Economics|Public Admn|Social Sciences|Civil Engg
,1,Social Justice & Empowerment,Economics|Public Admn|Social Sciences|Civil Engg
,1,Agriculture & Cooperation,German|Economics|Political Sc.
,1,Mines & Minerals,Law|Physics|Business Admn.
,1,Human Resource Dev,Law|Physics|Business Admn.
,1,Agriculture & Cooperation,Law|Physics|Business Admn.
,1,Local Self Govt,Law|Physics|Business Admn.
,1,Social Justice & Empowerment,Economics|Law|History
,1,Chemicals & Fertilizers,Economics|English Lit
,1,,Economics|English Lit
,1,Law & Justice,Economics|English Lit
,1,Development_of_NER,English
,1,Water Resources,Economics|English|Education
,1,Labour & Employment,Economics|English|Education
,1,Human Resource Dev,Economics|Public Admn|Social Sciences|Civil Engg
,1,Finance,Public Admn|Law|Mathematics
,1,Law & Justice,Statistics|Rural Dev|Art
,1,Human Resource Dev,Statistics|Rural Dev|Art
,1,Home,English|Sociology
,1,Human Resource Dev,Public Admn|Law|Political Sc.
,1,Defence,Public Admn|Law|Political Sc.
,1,N.Applicable,Public Admn|Law|Political Sc.
,1,Commerce,Economics|English|Education
,1,"Consumer Affairs, Food & PD",Economics|English|Education
,1,Home,Public Admn|Law|Mathematics
,1,Human Resource Dev,Public Admn|Law|Mathematics
,1,Personnel and General Administration,German|Economics|Political Sc.
,1,Urban Development,Public Admn|Law|Mathematics
,1,Tourism,Electrical Engg.|Physics
,1,Rural Dev,Electrical Engg.|Physics
,1,Urban Development,Electrical Engg.|Physics
,1,Home,Electrical Engg.|Physics
,1,Local Self Govt,Law|English|History
,1,Local Self Govt,Physics|Business Admn.
,1,,German|Economics|Political Sc.
,1,Local Self Govt,German|Economics|Political Sc.
,1,,Commerce|Political Sc.
,1,Urban Development,Commerce|Political Sc.
,1,Public Works,Law|Commerce
,1,Women & Child Dev,Sociology|History
,1,Agriculture & Cooperation,Dev Adm|Mathematics
,1,Industries,Psychology|Political Sc.|Behav Science
,1,Information & Broadcasting,Psychology|Political Sc.|Behav Science
,1,ST Welfare,Psychology|Political Sc.|Behav Science
,1,Women & Child Dev,Psychology|Political Sc.|Behav Science
,1,Parliamentary Affairs,Psychology|Political Sc.|Behav Science
,1,Personnel and General Administration,Psychology|Political Sc.|Behav Science
,1,Health & Family Welfare,Psychology|Political Sc.|Behav Science
,1,Urban Development,Psychology|Political Sc.|Behav Science
,1,N.Applicable,Economics|Education
,1,Youth Affairs & Sports,Dev Adm|Mathematics
,1,Rural Dev,Economics|Education
,1,Culture,Economics|Education
,1,Mines & Minerals,Economics|Education
,1,Planning & Prog Implementation,Economics|Education
,1,Women & Child Dev,Economics|Education
,1,,Botany|Marketing Mgt|Business Admn.
,1,Tourism,Botany|Marketing Mgt|Business Admn.
,1,Personnel and General Administration,Botany|Marketing Mgt|Business Admn.
,1,Energy,Economics|Commerce|Law
,1,Industries,Dev Adm|Mathematics
,1,"Consumer Affairs, Food & PD",Dev Adm|Mathematics
,1,N.Applicable,Commerce|Political Sc.
,1,,Public Policy|Mech.engg.|N.A.|Law|Diplomacy|Intnl Trade.
,1,Personnel and General Administration,Commerce|Political Sc.
,1,Social Justice & Empowerment,Economics|Law|Rural Dev
,1,Transport,Economics|Law|Rural Dev
,1,Public Works,Economics|Law|Rural Dev
,1,"Consumer Affairs, Food & PD",Economics|Law|Rural Dev
,1,Law & Justice,Economics|Law|Rural Dev
,1,Home,Economics|Law|Rural Dev
,1,Information & Broadcasting,Economics|Law|Business Admn.
,1,Public Works,Economics|Law|Business Admn.
,1,Communications & Information Technology,Public Policy|Mech.engg.|N.A.|Law|Diplomacy|Intnl Trade.
,1,Social Justice & Empowerment,Dev Adm|Mathematics
,1,Chemicals & Fertilizers,Public Policy|Mech.engg.|N.A.|Law|Diplomacy|Intnl Trade.
,1,Finance,Public Policy|Mech.engg.|N.A.|Law|Diplomacy|Intnl Trade.
,1,Defence,Public Policy|Mech.engg.|N.A.|Law|Diplomacy|Intnl Trade.
,1,Human Resource Dev,Public Policy|Mech.engg.|N.A.|Law|Diplomacy|Intnl Trade.
,1,Home,Public Policy|Mech.engg.|N.A.|Law|Diplomacy|Intnl Trade.
,1,,Dev Adm|Mathematics
,1,Labour & Employment,Dev Adm|Mathematics
,1,Public Works,Dev Adm|Mathematics
,1,Transport,Dev Adm|Mathematics
,1,"Consumer Affairs, Food & PD",Statistics|Rural Dev|Art
,1,Personnel and General Administration,Statistics|Rural Dev|Art
,1,Finance,Statistics|Rural Dev|Art
,1,Water Resources,Physics|Business Admn.
,1,Information & Broadcasting,Public Admn|Mathematics|Chemistry
,1,"Consumer Affairs, Food & PD",Economics|Rural Dev|English Lit|Physics
,1,Agriculture & Cooperation,Economics|Rural Dev|English Lit|Physics
,1,Finance,Economics|Rural Dev|English Lit|Physics
,1,Personnel and General Administration,Economics|Rural Dev|English Lit|Physics
,1,Land Revenue Mgmt & District Admn,Economics|Rural Dev|English Lit|Physics
,1,Urban Development,Economics|Rural Dev|English Lit|Physics
,1,Corporate Management (New),Economics|Rural Dev|English Lit|Physics
,1,Protocol,Economics|Rural Dev|English Lit|Physics
,1,Staff Officers,Political Sc.|Mathematics|Chemistry
,1,Agriculture & Cooperation,Public Admn|Mathematics|Chemistry
,1,Local Self Govt,Political Sc.|Mathematics|Chemistry
,1,Finance,Political Sc.|Mathematics|Chemistry
,1,N.Applicable,Political Sc.|Mathematics|Chemistry
,1,Protocol,Public Admn|Mathematics|Chemistry
,1,Agriculture & Cooperation,Economics|Law|Sociology
,1,Urban Development,Economics|Law|Sociology
,1,Commerce,Economics|Law|Sociology
,1,Urban Development,Law|English Lit|Political Sc.
,1,Culture,French|Economics
,1,Social Justice & Empowerment,Public Admn|Mathematics|Chemistry
,1,Land Revenue Mgmt & District Admn,Cost Acct|Electrical Engg.|Finance
,1,Parliamentary Affairs,Statistics|Rural Dev|Art
,1,Culture,Rural Dev|Law|English Lit|Business Admn.
,1,Tourism,German|History
,1,Environment & Forests,Economics|Agriculture|Business Admn.
,1,Water Resources,Law|Commerce
,1,Youth Affairs & Sports,Cooperation|Botany|Forestry|Business Mgt
,1,Protocol,Cooperation|Botany|Forestry|Business Mgt
,1,Home,German|History
,1,Personnel and General Administration,Cooperation|Botany|Forestry|Business Mgt
,1,Land Revenue Mgmt & District Admn,Cooperation|Botany|Forestry|Business Mgt
,1,Home,Rural Dev|Law|English Lit|Business Admn.
,1,Urban Development,Rural Dev|Law|English Lit|Business Admn.
,1,Urban Development,Cost Acct|Electrical Engg.|Finance
,1,N.Applicable,Rural Dev|Law|English Lit|Business Admn.
,1,Tourism,Rural Dev|Law|English Lit|Business Admn.
